"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"1623","Pocillopora_acuta_HIv2___RNAseq.g24815.t1",21.0544099274968,1.16365254717255,2.10307002168804,0.00497925618508501,0.0231799039140874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624","Pocillopora_acuta_HIv2___TS.g14050.t1",158.666925752811,1.74041611354126,0.886743410965748,0.0049931071138465,0.0232369051784671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625","Pocillopora_acuta_HIv2___TS.g23568.t2d",533.682088671004,2.39614484108697,2.35115314015061,0.00501279963732388,0.0233210466240761,"45351.EDO33650",5.45e-212,602,"2C0QX@1|root,2QTK1@2759|Eukaryota,38CGA@33154|Opisthokonta,3BA09@33208|Metazoa","33208|Metazoa","S","DNA binding","NRF1","GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001046,GO:0001047,GO:0001067,GO:0001077,GO:0001228,GO:0001654,GO:0001894,GO:0001895,GO:0002009,GO:0002165,GO:0003407,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006091,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006950,GO:0006996,GO:0007005,GO:0007275,GO:0007399,GO:0007417,GO:0007423,GO:0007444,GO:0007517,GO:0007525,GO:0007527,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0008582,GO:0009058,GO:0009059,GO:0009266,GO:0009409,GO:0009628,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0014823,GO:0016043,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0023051,GO:0023056,GO:0030111,GO:0030177,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032774,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0035239,GO:0035295,GO:0040008,GO:0042592,GO:0042802,GO:0042803,GO:0043010,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043565,GO:0044087,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045494,GO:0045886,GO:0045893,GO:0045926,GO:0045935,GO:0045944,GO:0046483,GO:0046983,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048638,GO:0048640,GO:0048707,GO:0048729,GO:0048731,GO:0048856,GO:0048871,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050896,GO:0051093,GO:0051128,GO:0051129,GO:0051171,GO:0051173,GO:0051239,GO:0051241,GO:0051252,GO:0051254,GO:0051716,GO:0051960,GO:0051961,GO:0051963,GO:0051964,GO:0060041,GO:0060249,GO:0060255,GO:0060429,GO:0060562,GO:0060828,GO:0061061,GO:0065007,GO:0065008,GO:0070013,GO:0070417,GO:0071704,GO:0071840,GO:0080090,GO:0090263,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1904396,GO:1904397,GO:1905809,GO:1990837,GO:2000026,GO:2000112,GO:2001141","-","ko:K11831","ko04371,ko05016,map04371,map05016","-","-","-","ko00000,ko00001,ko03029","-","-","-","Nrf1_DNA-bind,Nrf1_activ_bdg"
"1626","Pocillopora_acuta_HIv2___TS.g23391.t1",270.085511781274,-1.99517872662369,1.8412079090003,0.0050361113564138,0.0234069134508898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","Pocillopora_acuta_HIv2___RNAseq.g5089.t1",120.491178273966,1.81626848541155,1.79520352225936,0.00505401242836128,0.0234750275413672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628","Pocillopora_acuta_HIv2___RNAseq.g1336.t1",15.7247237686746,1.61475488915566,2.6394985237046,0.00506990388585204,0.0235261757475021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629","Pocillopora_acuta_HIv2___RNAseq.g6698.t1",263.576088505531,-1.17664881371256,1.75212409978917,0.00509177998743287,0.0236201108846148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","Pocillopora_acuta_HIv2___TS.g26909.t1",252.60490560428,1.09979751554669,1.6525549924447,0.00511292592549729,0.0237030001879464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","Pocillopora_acuta_HIv2___RNAseq.6617_t",379.729722087825,-1.51105975931812,2.78728900004742,0.00514550055926997,0.0238310983315021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","Pocillopora_acuta_HIv2___RNAseq.g25282.t1",3864.94043646493,1.33220223079029,0.550897324278668,0.00517272649674508,0.0239418611356547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","Pocillopora_acuta_HIv2___RNAseq.g4762.t1",147.479458524692,1.63578119390507,1.98729577197125,0.00518565439568589,0.0239940195710815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","Pocillopora_acuta_HIv2___TS.g20588.t1",2606.30839091533,-1.13966319880684,1.73493687248348,0.00518829348312645,0.0239985535465114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","Pocillopora_acuta_HIv2___TS.g28604.t1",2013.84859828296,-2.13943624548101,1.75354632637237,0.00519315732447753,0.0240133719761007,"7668.SPU_027039-tr",7.01e-17,80.1,"KOG4233@1|root,KOG4233@2759|Eukaryota","2759|Eukaryota","S","LEM domain binding","-","-","-","ko:K21870","-","-","-","-","ko00000,ko03036","-","-","-","BAF"
"1636","Pocillopora_acuta_HIv2___TS.g3024.t4",5769.89334618293,1.34557464092865,0.560958017635933,0.00527447558978528,0.0243349329922342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","Pocillopora_acuta_HIv2___RNAseq.g25228.t1",276.991026192191,1.07478602515542,1.70785928151617,0.0052860027613294,0.0243803392665397,"45351.EDO35668",2.21e-273,768,"COG0303@1|root,KOG2371@2759|Eukaryota,38FK6@33154|Opisthokonta,3BG31@33208|Metazoa","33208|Metazoa","H","molybdopterin molybdotransferase activity","GPHN","GO:0001941,GO:0003674,GO:0003824,GO:0005102,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006464,GO:0006605,GO:0006725,GO:0006732,GO:0006753,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006996,GO:0007275,GO:0007399,GO:0007416,GO:0007528,GO:0007529,GO:0008092,GO:0008104,GO:0008150,GO:0008152,GO:0008940,GO:0009058,GO:0009108,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009144,GO:0009150,GO:0009199,GO:0009205,GO:0009259,GO:0009898,GO:0009987,GO:0010035,GO:0010038,GO:0015031,GO:0015631,GO:0015833,GO:0016020,GO:0016043,GO:0016491,GO:0016661,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0018315,GO:0019538,GO:0019637,GO:0019693,GO:0019720,GO:0019897,GO:0019898,GO:0022607,GO:0030425,GO:0030674,GO:0031234,GO:0031503,GO:0032324,GO:0032501,GO:0032502,GO:0032947,GO:0033036,GO:0034613,GO:0034641,GO:0036211,GO:0036477,GO:0040034,GO:0042040,GO:0042221,GO:0042278,GO:0042802,GO:0042803,GO:0042886,GO:0042995,GO:0043005,GO:0043025,GO:0043113,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043545,GO:0043546,GO:0043933,GO:0043954,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044297,GO:0044424,GO:0044425,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045184,GO:0045202,GO:0045211,GO:0046039,GO:0046128,GO:0046483,GO:0046907,GO:0046983,GO:0048037,GO:0048731,GO:0048856,GO:0050662,GO:0050789,GO:0050793,GO:0050808,GO:0050896,GO:0051179,GO:0051186,GO:0051188,GO:0051189,GO:0051234,GO:0051259,GO:0051260,GO:0051641,GO:0051649,GO:0051668,GO:0055086,GO:0055114,GO:0060077,GO:0060090,GO:0061024,GO:0061598,GO:0061599,GO:0065003,GO:0065007,GO:0065008,GO:0070566,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0072521,GO:0072578,GO:0072579,GO:0072657,GO:0090407,GO:0097060,GO:0097106,GO:0097112,GO:0097120,GO:0097159,GO:0097447,GO:0097458,GO:0098552,GO:0098562,GO:0098590,GO:0098794,GO:0098879,GO:0098880,GO:0098918,GO:0098953,GO:0098970,GO:0099072,GO:0099084,GO:0099173,GO:0099186,GO:0099558,GO:0099572,GO:0099628,GO:0120025,GO:0120038,GO:1901068,GO:1901135,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657","2.10.1.1,2.7.7.75","ko:K15376","ko00790,ko01100,ko04727,map00790,map01100,map04727","-","R09726,R09735","RC00002,RC03462","ko00000,ko00001,ko01000","-","-","-","MoCF_biosynth,MoeA_C,MoeA_N"
"1638","Pocillopora_acuta_HIv2___RNAseq.g9049.t1",14251.4373068824,-1.35412175627516,0.572848103481188,0.00530493737561642,0.0244520759085137,"400682.PAC_15717338",1.46e-61,193,"COG5126@1|root,KOG0027@2759|Eukaryota,3A3Y8@33154|Opisthokonta,3BRNJ@33208|Metazoa","33208|Metazoa","T","Calcium-binding protein","AIF1","-","-","ko:K18617","-","-","-","-","ko00000,ko04812","-","-","-","EF-hand_7"
"1639","Pocillopora_acuta_HIv2___RNAseq.g6852.t1",194.644238443925,1.06964033056513,1.61063184617851,0.00531100191202029,0.0244722305369422,"45351.EDO48238",1.9e-50,179,"COG0513@1|root,KOG0347@2759|Eukaryota,38CPC@33154|Opisthokonta,3BAA8@33208|Metazoa","33208|Metazoa","A","ATP-dependent RNA helicase","DDX24","GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0031974,GO:0031981,GO:0034641,GO:0042623,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0070035,GO:0071704,GO:0090304,GO:0140098,GO:1901360","3.6.4.13","ko:K14805","-","-","-","-","ko00000,ko01000,ko03009","-","-","-","DEAD,Helicase_C"
"1640","Pocillopora_acuta_HIv2___RNAseq.g20170.t1",65.8639879659293,1.20762519278103,1.71949371658389,0.00532822357604875,0.0245359521820978,"7739.XP_002607650.1",1.97e-28,115,"KOG0200@1|root,KOG0200@2759|Eukaryota,38BHI@33154|Opisthokonta,3BAU7@33208|Metazoa","33208|Metazoa","T","fibroblast growth factor-activated receptor activity","-","GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006996,GO:0007030,GO:0007155,GO:0008150,GO:0008152,GO:0008361,GO:0009611,GO:0009987,GO:0010256,GO:0016020,GO:0016021,GO:0016043,GO:0016301,GO:0016310,GO:0016339,GO:0016740,GO:0016772,GO:0016773,GO:0018108,GO:0018193,GO:0018212,GO:0019538,GO:0022610,GO:0031224,GO:0031226,GO:0032535,GO:0036211,GO:0042060,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0045177,GO:0045792,GO:0048518,GO:0048583,GO:0048584,GO:0050789,GO:0050896,GO:0061041,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0071944,GO:0080134,GO:0090066,GO:0090303,GO:0098609,GO:0098742,GO:0140096,GO:1901564,GO:1903034,GO:1903036","2.7.10.1","ko:K04362,ko:K05126,ko:K08252","ko04010,ko04014,ko04015,ko04151,ko04520,ko04550,ko04714,ko04810,ko05200,ko05205,ko05215,ko05216,ko05218,ko05224,ko05230,map04010,map04014,map04015,map04151,map04520,map04550,map04714,map04810,map05200,map05205,map05215,map05216,map05218,map05224,map05230","-","-","-","ko00000,ko00001,ko00536,ko01000,ko01001,ko01020,ko04050,ko04090,ko04516","-","-","-","Pkinase_Tyr"
"1641","Pocillopora_acuta_HIv2___RNAseq.g17386.t1",205.307743912488,-1.14428323317426,1.75864220016675,0.00539301291145468,0.0247869522565238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","Pocillopora_acuta_HIv2___RNAseq.g10504.t1",1931.38047756694,-1.81504465045789,1.01995862172089,0.0054440953267361,0.0249741182384748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","Pocillopora_acuta_HIv2___TS.g29319.t1",869.443334045035,2.15629841497028,1.79212889667447,0.00548890721842314,0.0251637255173605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","Pocillopora_acuta_HIv2___RNAseq.g25274.t1",793.466349354076,-1.57889758470479,2.11744892643438,0.00551796542021728,0.0252489249724843,"45351.EDO41232",2.45e-186,538,"COG1409@1|root,KOG1378@2759|Eukaryota,38RDT@33154|Opisthokonta,3B9ZT@33208|Metazoa","33208|Metazoa","G","acid phosphatase activity","-","-","-","ko:K22390","-","-","-","-","ko00000","-","-","-","Metallophos,Metallophos_C,Pur_ac_phosph_N"
"1645","Pocillopora_acuta_HIv2___RNAseq.g14663.t1b",1001.55205396497,2.0579564823249,1.67310429607497,0.00564246912910162,0.0257615762257973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","Pocillopora_acuta_HIv2___RNAseq.g29813.t1",87.0149157465166,-2.57208644717577,1.9182445013465,0.00565695345248815,0.0258195565594158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","Pocillopora_acuta_HIv2___RNAseq.g27978.t1",1346.56742915342,1.00178769725918,1.59044005787738,0.00566368575558299,0.0258411883334636,"45351.EDO44517",8.29e-300,875,"COG0474@1|root,KOG0204@2759|Eukaryota,38BS0@33154|Opisthokonta,3B93Y@33208|Metazoa","33208|Metazoa","P","This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium","ATP2B1","GO:0000003,GO:0000166,GO:0000820,GO:0000821,GO:0000902,GO:0000904,GO:0001101,GO:0001505,GO:0001654,GO:0001932,GO:0001934,GO:0002026,GO:0002028,GO:0002064,GO:0002065,GO:0002066,GO:0002093,GO:0002119,GO:0002164,GO:0003008,GO:0003407,GO:0003674,GO:0003824,GO:0004857,GO:0005102,GO:0005215,GO:0005388,GO:0005488,GO:0005509,GO:0005515,GO:0005516,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005794,GO:0005886,GO:0005887,GO:0005901,GO:0005929,GO:0006139,GO:0006163,GO:0006355,GO:0006357,GO:0006521,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0006897,GO:0006928,GO:0006950,GO:0006996,GO:0007154,GO:0007204,GO:0007275,GO:0007276,GO:0007283,GO:0007399,GO:0007417,GO:0007420,GO:0007423,GO:0007568,GO:0007584,GO:0007589,GO:0007595,GO:0007600,GO:0007605,GO:0007610,GO:0007626,GO:0008016,GO:0008022,GO:0008144,GO:0008150,GO:0008152,GO:0008277,GO:0008324,GO:0008361,GO:0008544,GO:0009117,GO:0009150,GO:0009187,GO:0009259,GO:0009266,GO:0009409,GO:0009415,GO:0009581,GO:0009582,GO:0009605,GO:0009612,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009790,GO:0009791,GO:0009792,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009898,GO:0009913,GO:0009966,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010243,GO:0010468,GO:0010556,GO:0010562,GO:0010564,GO:0010565,GO:0010604,GO:0010605,GO:0010611,GO:0010612,GO:0010614,GO:0010616,GO:0010646,GO:0010648,GO:0010749,GO:0010751,GO:0010959,GO:0012505,GO:0014069,GO:0014070,GO:0014741,GO:0014743,GO:0014745,GO:0015075,GO:0015085,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0016323,GO:0016324,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0018958,GO:0019219,GO:0019220,GO:0019222,GO:0019637,GO:0019693,GO:0019725,GO:0019829,GO:0019899,GO:0019900,GO:0019901,GO:0019902,GO:0019903,GO:0019904,GO:0019953,GO:0021533,GO:0021537,GO:0021543,GO:0021549,GO:0021575,GO:0021587,GO:0021680,GO:0021681,GO:0021683,GO:0021684,GO:0021692,GO:0021694,GO:0021695,GO:0021696,GO:0021697,GO:0021702,GO:0021707,GO:0021761,GO:0021766,GO:0021953,GO:0022008,GO:0022037,GO:0022414,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0023051,GO:0023057,GO:0030001,GO:0030003,GO:0030016,GO:0030017,GO:0030018,GO:0030030,GO:0030100,GO:0030154,GO:0030165,GO:0030182,GO:0030234,GO:0030235,GO:0030315,GO:0030317,GO:0030346,GO:0030425,GO:0030554,GO:0030855,GO:0030879,GO:0030899,GO:0030900,GO:0030902,GO:0031175,GO:0031214,GO:0031224,GO:0031226,GO:0031252,GO:0031253,GO:0031256,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031329,GO:0031330,GO:0031399,GO:0031400,GO:0031401,GO:0031514,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031674,GO:0031960,GO:0032268,GO:0032269,GO:0032270,GO:0032279,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032553,GO:0032555,GO:0032559,GO:0032589,GO:0032590,GO:0032591,GO:0032768,GO:0032769,GO:0032809,GO:0032870,GO:0032879,GO:0032989,GO:0032991,GO:0033130,GO:0033135,GO:0033138,GO:0033238,GO:0033239,GO:0033241,GO:0033242,GO:0033273,GO:0033280,GO:0033674,GO:0033993,GO:0034220,GO:0034641,GO:0034762,GO:0034765,GO:0035254,GO:0035315,GO:0035639,GO:0036094,GO:0036126,GO:0036477,GO:0036487,GO:0040008,GO:0040009,GO:0040010,GO:0040011,GO:0040012,GO:0040017,GO:0042133,GO:0042221,GO:0042325,GO:0042327,GO:0042383,GO:0042428,GO:0042430,GO:0042471,GO:0042472,GO:0042490,GO:0042491,GO:0042592,GO:0042623,GO:0042625,GO:0042626,GO:0042995,GO:0043005,GO:0043010,GO:0043025,GO:0043085,GO:0043086,GO:0043167,GO:0043168,GO:0043169,GO:0043197,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043269,GO:0043270,GO:0043292,GO:0043492,GO:0043502,GO:0043549,GO:0043583,GO:0043949,GO:0043951,GO:0044057,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044281,GO:0044297,GO:0044298,GO:0044309,GO:0044422,GO:0044424,GO:0044425,GO:0044441,GO:0044444,GO:0044449,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044853,GO:0045019,GO:0045121,GO:0045177,GO:0045202,GO:0045211,GO:0045299,GO:0045428,GO:0045744,GO:0045763,GO:0045807,GO:0045859,GO:0045860,GO:0045927,GO:0045937,GO:0046068,GO:0046483,GO:0046872,GO:0046873,GO:0046903,GO:0048167,GO:0048232,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048562,GO:0048568,GO:0048583,GO:0048585,GO:0048598,GO:0048609,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048732,GO:0048839,GO:0048840,GO:0048856,GO:0048869,GO:0048870,GO:0048878,GO:0050789,GO:0050790,GO:0050794,GO:0050801,GO:0050804,GO:0050808,GO:0050848,GO:0050849,GO:0050877,GO:0050878,GO:0050885,GO:0050896,GO:0050905,GO:0050906,GO:0050910,GO:0050954,GO:0050974,GO:0050982,GO:0050998,GO:0050999,GO:0051001,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051241,GO:0051246,GO:0051247,GO:0051248,GO:0051252,GO:0051338,GO:0051341,GO:0051347,GO:0051354,GO:0051384,GO:0051385,GO:0051412,GO:0051480,GO:0051481,GO:0051599,GO:0051606,GO:0051641,GO:0051649,GO:0051674,GO:0051704,GO:0051716,GO:0051726,GO:0051924,GO:0051928,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0055086,GO:0060041,GO:0060088,GO:0060113,GO:0060117,GO:0060119,GO:0060122,GO:0060255,GO:0060322,GO:0060401,GO:0060402,GO:0060429,GO:0060563,GO:0060627,GO:0062012,GO:0062014,GO:0065007,GO:0065008,GO:0065009,GO:0070509,GO:0070588,GO:0070838,GO:0070884,GO:0070885,GO:0070887,GO:0071295,GO:0071305,GO:0071310,GO:0071383,GO:0071384,GO:0071385,GO:0071386,GO:0071389,GO:0071396,GO:0071407,GO:0071417,GO:0071495,GO:0071496,GO:0071704,GO:0071840,GO:0071867,GO:0071868,GO:0071869,GO:0071870,GO:0071871,GO:0071872,GO:0071878,GO:0071900,GO:0071902,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0072521,GO:0080090,GO:0080134,GO:0090066,GO:0090102,GO:0090257,GO:0090596,GO:0090662,GO:0097060,GO:0097110,GO:0097159,GO:0097164,GO:0097223,GO:0097228,GO:0097305,GO:0097306,GO:0097367,GO:0097447,GO:0097458,GO:0097553,GO:0097722,GO:0097729,GO:0098552,GO:0098562,GO:0098589,GO:0098590,GO:0098655,GO:0098657,GO:0098659,GO:0098660,GO:0098662,GO:0098703,GO:0098736,GO:0098739,GO:0098771,GO:0098772,GO:0098794,GO:0098805,GO:0098839,GO:0098857,GO:0098984,GO:0099080,GO:0099081,GO:0099131,GO:0099132,GO:0099177,GO:0099512,GO:0099572,GO:0099587,GO:0099634,GO:0106056,GO:0106057,GO:0106070,GO:0106072,GO:0120025,GO:0120036,GO:0120038,GO:0140192,GO:0140199,GO:1900081,GO:1900082,GO:1901135,GO:1901160,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901615,GO:1901654,GO:1901655,GO:1901660,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1901987,GO:1902083,GO:1902305,GO:1902531,GO:1902532,GO:1902656,GO:1902806,GO:1903242,GO:1903243,GO:1903248,GO:1903249,GO:1903426,GO:1903427,GO:1903506,GO:1903522,GO:1903779,GO:1904062,GO:1904406,GO:1990034,GO:2000112,GO:2000169,GO:2000282,GO:2000283,GO:2000377,GO:2000378,GO:2000479,GO:2000481,GO:2001141","3.6.3.8","ko:K01537,ko:K05850","ko04020,ko04022,ko04024,ko04261,ko04925,ko04970,ko04972,map04020,map04022,map04024,map04261,map04925,map04970,map04972","-","-","-","ko00000,ko00001,ko01000","3.A.3.2","-","-","ATP_Ca_trans_C,Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3"
