chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_start	e2_end	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e2_conf	LCM_4:e2e3_conf	LCM_4:e1e3_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e2_conf	LCM_5:e2e3_conf	LCM_5:e1e3_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e2_conf	LCM_8:e2e3_conf	LCM_8:e1e3_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e2_conf	LCM_9:e2e3_conf	LCM_9:e1e3_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e2_conf	LCM_15:e2e3_conf	LCM_15:e1e3_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e2_conf	LCM_16:e2e3_conf	LCM_16:e1e3_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e2_conf	LCM_20:e2e3_conf	LCM_20:e1e3_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e2_conf	LCM_21:e2e3_conf	LCM_21:e1e3_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e2_conf	LCM_26:e2e3_conf	LCM_26:e1e3_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e2_conf	LCM_27:e2e3_conf	LCM_27:e1e3_conf	LCM_27:psi
Pocillopora_acuta_HIv2___xfSc0000006	-	exon_skip.1299	1	Pocillopora_acuta_HIv2___RNAseq.g3171.t1	175734	175782	175892	175958	177376	177546	41.6	0.0	1.2	0	0	22	0.00	256.1	0.0	265.6	0	0	273	0.00	169.7	0.0	180.4	0	0	181	0.00	796.5	0.0	677.0	0	0	780	0.00	252.9	0.0	193.1	0	0	232	0.00	265.0	35.4	210.7	0	0	244	0.00	142.0	0.0	149.0	0	0	139	0.00	93.1	0.0	92.6	0	0	92	0.00	223.0	26.8	237.3	26	36	200	0.12	146.9	0.0	196.6	0	0	150	0.00
Pocillopora_acuta_HIv2___xfSc0000006	-	exon_skip.1305	2	Pocillopora_acuta_HIv2___RNAseq.g3599.t1	5501588	5501621	5502163	5502215	5502389	5502466	0.0	0.0	0.0	0	0	0	nan	29.3	0.0	26.1	0	0	25	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	14.9	16.1	20.0	14	16	0	1.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000007	+	exon_skip.1307	0	Pocillopora_acuta_HIv2___TS.g25904.t2	61372	61463	61940	62037	63338	63407	31.2	0.0	58.1	0	0	48	0.00	114.9	30.0	197.1	29	29	168	0.15	40.8	0.0	92.5	0	0	70	0.00	0.0	0.0	0.0	0	0	0	nan	12.4	8.9	28.4	0	0	15	0.00	56.8	55.0	105.8	54	51	43	0.54	13.5	0.0	34.8	0	0	20	0.00	2.1	0.0	1.4	0	0	3	nan	101.3	31.7	195.2	0	0	153	0.00	94.0	52.2	172.9	49	42	113	0.27
Pocillopora_acuta_HIv2___xfSc0000007	+	exon_skip.1311	2	Pocillopora_acuta_HIv2___RNAseq.g15904.t1	1750773	1750796	1754264	1754296	1754996	1755028	0.0	0.0	0.0	0	0	0	nan	756.0	438.0	796.7	429	434	321	0.57	657.2	599.8	743.9	596	596	87	0.87	0.0	0.0	0.0	0	0	0	nan	737.5	465.5	783.8	469	453	285	0.61	201.8	193.9	271.2	188	204	36	0.84	732.1	353.4	720.6	353	357	363	0.49	43.0	0.0	44.1	0	0	40	0.00	742.0	642.4	745.5	642	624	87	0.88	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000007	+	exon_skip.1321	0	Pocillopora_acuta_HIv2___TS.g26162.t2	3036894	3037097	3038743	3038796	3039592	3039678	31.7	0.0	39.0	0	0	0	nan	226.8	44.4	113.1	27	28	91	0.23	133.2	0.0	29.4	0	0	44	0.00	117.6	0.0	210.7	0	0	234	0.00	156.5	54.2	133.8	56	49	92	0.35	102.6	0.0	182.0	0	0	127	0.00	445.3	14.7	340.0	13	13	341	0.04	211.7	0.0	174.1	0	0	196	0.00	525.6	0.0	426.8	0	0	468	0.00	78.7	0.0	131.1	0	0	110	0.00
Pocillopora_acuta_HIv2___xfSc0000007	+	exon_skip.1322	0	Pocillopora_acuta_HIv2___TS.g26162.t2	3036894	3037097	3038747	3038796	3039592	3039678	31.7	0.0	39.0	0	0	0	nan	226.8	45.8	113.1	24	28	91	0.21	133.2	0.0	29.4	0	0	44	0.00	117.6	0.0	210.7	0	0	234	0.00	156.5	54.1	133.8	0	49	92	0.00	102.6	0.0	182.0	0	0	127	0.00	445.3	14.8	340.0	0	13	341	0.00	211.7	0.0	174.1	0	0	196	0.00	525.6	0.0	426.8	0	0	468	0.00	78.7	0.0	131.1	0	0	110	0.00
Pocillopora_acuta_HIv2___xfSc0000007	+	exon_skip.1328	2	Pocillopora_acuta_HIv2___RNAseq.g16131.t1	3836562	3836663	3836775	3836818	3836910	3837018	203.4	186.4	203.3	205	156	0	1.00	734.6	782.8	713.2	769	735	0	1.00	16.5	85.4	240.1	24	138	0	1.00	0.0	0.0	0.0	0	0	0	nan	277.8	322.0	325.1	303	316	0	1.00	268.3	306.3	358.7	307	189	0	1.00	252.0	310.5	330.0	300	306	0	1.00	0.0	0.0	109.3	0	0	0	nan	373.2	418.5	432.0	425	348	22	0.94	219.2	233.1	246.2	235	205	0	1.00
Pocillopora_acuta_HIv2___xfSc0000007	+	exon_skip.1329	2	Pocillopora_acuta_HIv2___RNAseq.g16166.t1	4148113	4148151	4148416	4148471	4148568	4148625	379.2	447.4	534.3	404	438	0	1.00	573.2	445.1	533.2	371	363	47	0.89	156.1	161.9	152.5	154	157	0	1.00	0.0	0.0	0.0	0	0	0	nan	13.9	0.0	16.2	0	0	15	0.00	321.5	348.6	338.4	326	340	0	1.00	113.4	81.4	119.8	76	86	46	0.62	181.6	177.1	150.2	181	158	0	1.00	413.1	435.7	430.5	413	407	0	1.00	347.8	337.6	320.1	359	321	0	1.00
Pocillopora_acuta_HIv2___xfSc0000007	+	exon_skip.1331	2	Pocillopora_acuta_HIv2___RNAseq.g16186.t1	4275493	4275744	4276217	4276351	4276823	4276902	0.0	0.0	0.0	0	0	0	nan	693.4	747.7	908.2	733	814	44	0.94	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	5.0	23.6	40.1	16	29	0	1.00	14.4	125.3	146.7	61	72	0	1.00	11.4	3.4	1.6	1	2	0	nan	0.4	9.9	82.8	0	50	0	nan	75.7	72.7	80.9	62	80	0	1.00	247.3	313.1	331.6	316	333	0	1.00
Pocillopora_acuta_HIv2___xfSc0000007	-	exon_skip.1336	2	Pocillopora_acuta_HIv2___RNAseq.g15795.t1	274231	275226	275709	275740	275836	275910	157.4	182.3	184.4	175	101	0	1.00	151.7	141.4	207.2	128	148	37	0.78	0.2	0.0	0.0	0	0	0	nan	0.1	0.0	0.0	0	0	0	nan	31.3	0.0	0.0	0	0	0	nan	8.4	0.0	0.0	0	0	0	nan	9.0	19.8	17.6	20	20	0	1.00	42.4	45.4	45.0	40	47	0	1.00	120.0	52.6	54.1	47	52	0	1.00	38.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000007	-	exon_skip.1337	0	Pocillopora_acuta_HIv2___TS.g26081.t2	2188938	2189006	2189163	2189222	2189631	2189763	111.0	69.4	0.0	98	0	0	nan	242.2	168.3	121.1	136	62	54	0.53	73.9	8.7	0.2	19	0	0	nan	220.6	156.4	37.1	184	0	0	nan	84.1	21.8	19.8	36	0	35	0.00	110.0	72.3	23.0	83	31	0	1.00	54.3	30.4	14.9	23	0	0	nan	122.3	93.7	31.7	108	45	0	1.00	89.1	48.7	15.3	48	0	0	nan	133.1	91.9	32.5	56	16	0	1.00
Pocillopora_acuta_HIv2___xfSc0000007	-	exon_skip.1338	2	Pocillopora_acuta_HIv2___TS.g26081.t2	2188960	2189006	2189163	2189225	2189631	2189763	111.9	68.6	0.0	98	0	0	nan	231.0	164.3	121.1	136	63	54	0.54	49.5	8.3	0.2	19	0	0	nan	223.4	154.7	37.1	184	0	0	nan	88.3	21.5	19.8	36	11	35	0.24	106.6	70.5	23.0	83	0	0	nan	50.5	30.5	14.9	23	0	0	nan	117.6	90.9	31.7	108	0	0	nan	73.6	48.2	15.3	48	13	0	1.00	123.6	89.5	32.5	56	2	0	nan
Pocillopora_acuta_HIv2___xfSc0000007	-	exon_skip.1339	0	Pocillopora_acuta_HIv2___TS.g26081.t2	2188938	2189006	2189163	2189229	2189631	2189763	111.0	67.5	0.0	98	0	0	nan	242.2	155.7	121.1	136	19	54	0.26	73.9	7.8	0.2	19	0	0	nan	220.6	152.5	37.1	184	101	0	1.00	84.1	20.4	19.8	36	0	35	0.00	110.0	68.3	23.0	83	23	0	1.00	54.3	30.5	14.9	23	30	0	1.00	122.3	87.6	31.7	108	32	0	1.00	89.1	46.8	15.3	48	19	0	1.00	133.1	86.2	32.5	56	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000007	-	exon_skip.1346	2	Pocillopora_acuta_HIv2___TS.g26232.t1a	3678827	3679035	3680126	3680161	3681609	3681671	0.0	0.0	0.0	0	0	0	nan	27.7	28.1	29.7	26	26	0	1.00	5.5	0.0	65.4	0	0	44	0.00	0.0	0.0	0.0	0	0	0	nan	76.7	80.6	137.9	74	81	34	0.69	0.0	0.0	0.0	0	0	0	nan	40.8	48.5	37.1	35	44	0	1.00	0.0	0.0	0.0	0	0	0	nan	21.3	29.2	48.3	26	29	7	0.79	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000007	-	exon_skip.1347	0	Pocillopora_acuta_HIv2___TS.g26286.t1	4151034	4152876	4153604	4153667	4153886	4154048	72.9	0.0	133.3	0	0	130	0.00	127.3	0.0	172.3	0	0	110	0.00	179.7	0.0	18.1	0	0	0	nan	114.6	0.0	0.3	0	0	0	nan	219.7	35.9	316.4	43	21	263	0.07	110.1	0.0	64.2	0	0	42	0.00	128.2	0.0	38.8	0	0	17	0.00	193.2	38.2	114.8	0	0	66	0.00	219.1	0.0	152.9	0	0	147	0.00	211.0	0.0	234.6	0	0	258	0.00
Pocillopora_acuta_HIv2___xfSc0000007	-	exon_skip.1350	2	Pocillopora_acuta_HIv2___RNAseq.g16222.t1	4578413	4579289	4579663	4579732	4580314	4580414	0.0	0.0	0.0	0	0	0	nan	48.4	31.0	27.0	29	30	20	0.59	0.3	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	46.5	3.1	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	1.6	3.2	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	7.2	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000007	-	exon_skip.1351	1	Pocillopora_acuta_HIv2___RNAseq.g16309.t1	5297971	5298066	5298492	5298536	5300287	5300432	167.6	0.0	133.1	0	0	153	0.00	249.6	43.3	411.9	0	0	210	0.00	324.4	0.0	443.8	0	0	359	0.00	182.9	10.3	265.7	0	0	244	0.00	177.5	0.0	320.9	0	0	175	0.00	160.2	0.0	503.1	0	0	294	0.00	394.4	56.0	440.4	0	0	252	0.00	118.8	49.7	189.5	49	61	40	0.55	173.3	0.0	525.3	0	0	235	0.00	336.6	0.0	458.7	0	0	376	0.00
Pocillopora_acuta_HIv2___xfSc0000008	+	exon_skip.1357	0	Pocillopora_acuta_HIv2___RNAseq.g8809.t3	854434	854545	855286	855445	856990	857487	284.3	0.0	407.2	0	0	177	0.00	604.1	71.8	789.1	43	104	30	0.59	38.9	0.0	43.1	0	0	0	nan	248.3	248.2	606.3	64	414	212	0.23	0.0	0.0	142.3	0	0	0	nan	103.0	110.5	419.3	82	139	68	0.55	105.2	57.6	212.8	26	47	45	0.37	141.8	0.0	394.9	0	0	0	nan	81.8	28.5	155.0	27	45	0	1.00	262.1	82.4	404.8	76	86	60	0.56
Pocillopora_acuta_HIv2___xfSc0000008	+	exon_skip.1358	0	Pocillopora_acuta_HIv2___RNAseq.g8809.t3	854434	854545	856132	856288	856990	857487	284.3	241.7	407.2	125	125	177	0.41	604.1	477.4	789.1	493	491	30	0.94	38.9	0.0	43.1	0	0	0	nan	248.3	0.0	606.3	0	0	212	0.00	0.0	16.2	142.3	0	38	0	nan	103.0	23.1	419.3	0	59	68	0.00	105.2	86.1	212.8	38	49	45	0.46	141.8	133.7	394.9	127	118	0	1.00	81.8	64.9	155.0	30	73	0	1.00	262.1	114.2	404.8	120	130	60	0.67
Pocillopora_acuta_HIv2___xfSc0000008	+	exon_skip.1361	2	Pocillopora_acuta_HIv2___RNAseq.g8864.t1	1490944	1490989	1493461	1493574	1494233	1494242	103.6	102.1	102.1	110	99	0	1.00	4919.7	4628.7	4840.1	4805	4636	44	0.99	28060.3	29322.3	31564.7	27731	29952	503	0.98	978.7	926.1	967.7	971	945	0	1.00	16076.6	15891.0	16969.5	15895	16277	126	0.99	2441.3	2480.6	2957.2	2360	2819	59	0.98	18579.6	18534.4	19476.8	18567	18497	83	1.00	257.5	288.6	323.9	242	309	0	1.00	41196.8	41495.9	42567.6	40899	40655	219	0.99	64.9	88.3	107.8	75	107	0	1.00
Pocillopora_acuta_HIv2___xfSc0000008	+	exon_skip.1364	2	Pocillopora_acuta_HIv2___RNAseq.20998_t	4079818	4079943	4080165	4080319	4080554	4083450	26.4	36.8	16.5	36	38	0	1.00	43.4	12.1	31.9	0	27	32	0.00	0.0	0.0	1.1	0	0	0	nan	0.0	0.0	10.5	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	44.4	0	0	0	nan	0.0	0.0	11.8	0	0	0	nan	0.0	0.0	1.7	0	0	0	nan	0.0	0.0	0.5	0	0	0	nan	0.0	0.0	39.9	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000008	+	exon_skip.1365	2	Pocillopora_acuta_HIv2___RNAseq.g9066.t1	4235036	4235241	4235557	4235707	4235993	4237236	1.8	2.4	20.4	0	0	0	nan	4.2	29.1	3.9	21	24	0	1.00	0.0	0.0	9.6	0	0	0	nan	0.0	0.0	25.9	0	0	0	nan	9.5	38.0	11.1	36	12	0	1.00	12.9	46.9	60.2	0	10	29	0.00	4.8	30.9	0.6	20	20	0	1.00	15.9	38.5	36.6	33	22	15	0.59	16.3	76.0	17.1	63	30	0	1.00	11.4	56.8	40.0	40	26	2	0.93
Pocillopora_acuta_HIv2___xfSc0000008	-	exon_skip.1367	1	Pocillopora_acuta_HIv2___RNAseq.g8790.t1	580388	580439	580713	580763	581041	581204	0.0	0.0	0.0	0	0	0	nan	37.9	34.5	42.0	0	0	25	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	56.4	0.0	37.6	0	0	60	0.00	0.0	0.0	0.0	0	0	0	nan	21.9	31.8	25.9	22	30	0	1.00	20.2	0.0	28.7	0	0	27	0.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000008	-	exon_skip.1368	2	Pocillopora_acuta_HIv2___RNAseq.g8863.t1	1467786	1467899	1468083	1468177	1468865	1468972	0.0	0.0	0.0	0	0	0	nan	172.0	135.2	173.2	102	111	40	0.72	291.2	239.0	269.3	222	247	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.7	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	58.1	52.4	46.1	67	23	0	1.00	0.0	0.0	0.0	0	0	0	nan	68.0	48.1	31.9	58	46	0	1.00	82.3	20.8	1.6	28	8	0	nan
Pocillopora_acuta_HIv2___xfSc0000008	-	exon_skip.1376	2	Pocillopora_acuta_HIv2___RNAseq.g9084.t1	4448369	4448539	4448828	4449004	4449540	4449606	95.5	232.9	347.6	157	305	85	0.65	40.3	138.0	155.3	101	154	22	0.82	0.0	0.0	1.0	0	0	0	nan	13.5	28.4	15.1	47	0	0	nan	14.4	37.0	45.6	37	47	0	1.00	138.7	353.4	440.6	258	436	35	0.88	29.4	23.6	24.8	22	31	0	1.00	95.4	417.7	524.6	221	592	28	0.89	11.2	21.1	48.6	13	29	21	0.38	68.9	248.7	350.4	151	310	26	0.85
Pocillopora_acuta_HIv2___xfSc0000009	+	exon_skip.1380	0	Pocillopora_acuta_HIv2___TS.g3085.t1a	426182	426466	426557	426841	427488	427687	0.0	0.0	0.0	0	0	0	nan	91.3	67.1	29.4	71	69	34	0.67	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	12.8	35.1	26.6	36	36	37	0.49	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000009	+	exon_skip.1383	0	Pocillopora_acuta_HIv2___RNAseq.g12185.t1	1320308	1320371	1320592	1320659	1321240	1321306	0.0	0.0	0.0	0	0	0	nan	152.2	143.7	143.1	139	138	50	0.73	95.9	170.2	125.7	147	167	17	0.90	0.0	0.0	0.0	0	0	0	nan	101.0	111.3	141.7	99	116	46	0.68	30.9	1.1	52.4	0	4	30	0.00	109.1	172.8	130.1	154	164	23	0.87	5.3	0.2	21.2	0	0	5	nan	50.9	45.7	63.8	38	49	37	0.51	52.9	0.0	49.1	0	0	61	0.00
Pocillopora_acuta_HIv2___xfSc0000009	+	exon_skip.1388	0	Pocillopora_acuta_HIv2___RNAseq.g12344.t2	3941912	3941998	3943472	3943573	3944539	3944645	0.0	0.0	116.4	0	0	0	nan	31.4	0.0	257.7	0	0	30	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	156.7	0	0	0	nan	0.0	0.0	16.0	0	0	0	nan	39.0	0.0	164.9	0	0	26	0.00	0.0	0.0	85.8	0	0	0	nan	108.2	0.0	294.6	0	0	93	0.00	54.1	71.7	196.9	56	79	0	1.00
Pocillopora_acuta_HIv2___xfSc0000009	+	exon_skip.1390	0	Pocillopora_acuta_HIv2___RNAseq.g12400.t2	4417860	4418059	4418635	4418729	4419862	4419968	0.0	0.0	0.0	0	0	0	nan	2.9	28.7	70.7	16	37	2	0.89	0.2	0.0	0.0	0	0	0	nan	3.3	0.0	0.0	0	0	0	nan	1.8	12.1	66.6	0	21	13	0.00	0.2	0.0	3.7	0	0	2	nan	3.3	47.8	92.0	21	67	4	0.84	4.0	0.0	0.0	0	0	0	nan	1.5	0.0	26.5	0	0	12	0.00	0.0	0.0	11.7	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000009	+	exon_skip.1391	2	Pocillopora_acuta_HIv2___RNAseq.g12424.t1	4865348	4865793	4865960	4866030	4867413	4867486	19.7	0.0	0.0	0	0	0	nan	41.1	0.0	42.1	0	0	18	0.00	16.5	0.0	0.0	0	0	0	nan	14.9	0.0	0.0	0	0	0	nan	95.0	26.7	48.2	13	39	0	1.00	13.8	0.0	0.0	0	0	0	nan	168.2	70.7	65.6	45	67	0	1.00	87.8	0.0	0.0	0	0	0	nan	98.2	2.8	0.0	4	0	0	nan	3.6	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000009	+	exon_skip.1392	0	Pocillopora_acuta_HIv2___RNAseq.g12424.t1	4865348	4865793	4865963	4866030	4867413	4867486	19.7	0.0	0.0	0	0	0	nan	41.1	0.0	42.1	0	0	18	0.00	16.5	0.0	0.0	0	0	0	nan	14.9	0.0	0.0	0	0	0	nan	95.0	27.4	48.2	0	39	0	nan	13.8	0.0	0.0	0	0	0	nan	168.2	71.7	65.6	28	67	0	1.00	87.8	0.0	0.0	0	0	0	nan	98.2	2.8	0.0	0	0	0	nan	3.6	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000009	-	exon_skip.1393	2	Pocillopora_acuta_HIv2___RNAseq.g12068.t1	31520	31597	31808	31855	32098	32193	0.0	0.0	0.0	0	0	0	nan	41.7	0.0	43.8	0	0	48	0.00	93.1	0.0	25.4	0	0	63	0.00	0.0	0.0	0.0	0	0	0	nan	140.5	31.1	127.9	34	27	95	0.22	0.0	0.0	0.0	0	0	0	nan	47.8	29.0	22.5	42	24	0	1.00	89.5	0.0	69.4	0	0	66	0.00	98.0	30.1	74.5	0	0	76	0.00	44.2	0.0	50.7	0	0	44	0.00
Pocillopora_acuta_HIv2___xfSc0000009	-	exon_skip.1394	2	Pocillopora_acuta_HIv2___RNAseq.21085_t	93289	93411	93744	93845	95069	95185	0.0	0.0	0.0	0	0	0	nan	58.4	19.0	28.0	20	21	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	23.6	0.0	0	0	0	nan	29.7	0.0	37.5	0	0	37	0.00	18.3	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000009	-	exon_skip.1396	1	Pocillopora_acuta_HIv2___RNAseq.g12160.t1a	936548	936632	937773	937829	938848	938929	10.5	0.0	33.8	0	0	24	0.00	8.9	0.0	32.2	0	0	24	0.00	16.6	0.0	47.0	0	0	38	0.00	0.8	0.0	1.0	0	0	2	nan	27.9	0.0	65.5	0	0	53	0.00	21.8	0.0	36.9	0	0	34	0.00	9.6	4.7	7.8	1	2	0	nan	10.2	0.0	7.5	0	0	11	0.00	14.7	22.7	31.2	24	25	0	1.00	57.1	0.0	98.6	0	0	86	0.00
Pocillopora_acuta_HIv2___xfSc0000009	-	exon_skip.1399	0	Pocillopora_acuta_HIv2___TS.g3209.t2	1905827	1908540	1909176	1909786	1910898	1910928	212.3	324.7	216.2	363	0	0	nan	328.3	386.6	493.8	392	33	19	0.63	218.7	253.7	134.0	160	0	0	nan	211.6	207.5	0.0	197	0	0	nan	295.4	387.8	426.3	325	0	0	nan	104.0	65.7	28.6	92	0	0	nan	448.0	415.6	539.9	457	0	0	nan	247.2	152.4	231.0	229	0	0	nan	525.1	457.5	466.2	489	0	0	nan	115.1	25.6	39.7	38	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000009	-	exon_skip.1400	2	Pocillopora_acuta_HIv2___TS.g3209.t2	1905827	1908540	1909176	1909823	1910898	1910928	212.3	318.0	216.2	363	199	0	1.00	328.3	383.8	493.8	392	306	19	0.94	218.7	253.6	134.0	160	133	0	1.00	211.6	195.9	0.0	197	0	0	nan	295.4	388.5	426.3	325	397	0	1.00	104.0	64.4	28.6	92	30	0	1.00	448.0	417.7	539.9	457	414	0	1.00	247.2	155.5	231.0	229	202	0	1.00	525.1	457.9	466.2	489	424	0	1.00	115.1	26.2	39.7	38	36	0	1.00
Pocillopora_acuta_HIv2___xfSc0000009	-	exon_skip.1404	0	Pocillopora_acuta_HIv2___TS.g3367.t1a	4414343	4414370	4416177	4416222	4416370	4416569	0.0	0.0	0.0	0	0	0	nan	139.6	144.4	56.2	147	151	0	1.00	178.1	0.0	85.9	0	0	69	0.00	0.0	0.0	0.0	0	0	0	nan	166.6	56.4	34.5	68	1	64	0.02	135.8	86.7	34.2	85	87	0	1.00	152.9	91.7	68.0	85	90	39	0.69	153.4	162.3	80.5	163	169	0	1.00	96.9	13.2	62.9	14	5	85	0.06	68.7	51.8	17.9	65	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000010	+	exon_skip.1405	2	Pocillopora_acuta_HIv2___RNAseq.g9166.t1	57136	57221	58019	58117	58214	58258	0.0	0.0	0.0	0	0	0	nan	110.9	76.8	126.3	63	70	46	0.58	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	35.8	47.9	54.2	42	49	0	1.00	0.0	0.0	0.0	0	0	0	nan	1.7	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000010	+	exon_skip.1406	2	Pocillopora_acuta_HIv2___RNAseq.g9197.t1	950626	950922	951304	951696	952545	952838	93.8	0.0	99.9	0	0	102	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	1.2	35.5	26.5	17	30	0	1.00	37.9	33.4	33.6	33	24	0	1.00	0.0	0.5	6.5	0	0	0	nan	0.0	22.6	42.2	0	39	0	nan	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000010	+	exon_skip.1407	2	Pocillopora_acuta_HIv2___RNAseq.g9197.t1	953187	953435	953571	953843	954228	954913	108.0	103.0	98.4	101	103	0	1.00	0.0	0.0	6.7	0	0	0	nan	0.0	0.0	121.5	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	14.7	0	0	0	nan	30.8	0.0	38.8	0	0	33	0.00	33.4	25.3	23.0	23	39	0	1.00	22.7	94.8	185.6	23	203	0	1.00	55.8	36.6	38.5	33	34	4	0.89	0.0	2.8	57.5	0	31	0	nan
Pocillopora_acuta_HIv2___xfSc0000010	-	exon_skip.1417	2	Pocillopora_acuta_HIv2___RNAseq.g9375.t1	3334885	3334957	3337233	3337287	3337820	3337906	181.7	97.9	187.6	102	93	92	0.50	55.0	61.8	46.0	63	51	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	36.9	46.8	58.4	32	55	0	1.00	0.0	0.0	0.0	0	0	0	nan	39.4	94.9	41.5	39	53	0	1.00	0.0	0.0	0.0	0	0	0	nan	59.6	70.3	64.9	68	71	0	1.00	68.2	70.3	56.3	69	63	0	1.00
Pocillopora_acuta_HIv2___xfSc0000010	-	exon_skip.1419	2	Pocillopora_acuta_HIv2___RNAseq.g9412.t1	3904437	3904679	3904903	3904946	3905351	3905446	10.8	0.0	0.0	0	0	0	nan	8.5	17.8	39.3	11	17	0	1.00	63.2	78.8	73.6	81	72	0	1.00	1.8	0.0	0.0	0	0	0	nan	13.2	4.7	5.1	0	8	0	nan	28.7	30.2	53.6	23	34	12	0.66	16.8	0.0	21.6	0	0	0	nan	48.2	43.3	11.2	62	22	0	1.00	34.4	46.2	48.1	39	41	0	1.00	2.2	0.0	3.5	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000010	-	exon_skip.1421	0	Pocillopora_acuta_HIv2___RNAseq.g9418.t1	3985792	3986043	3986267	3986310	3986715	3986810	1.8	0.0	0.0	0	0	0	nan	53.7	38.8	14.7	11	0	0	nan	9.9	0.1	0.0	1	0	0	nan	0.6	0.0	0.0	0	0	0	nan	31.4	41.7	71.2	39	44	0	1.00	72.8	57.7	76.9	59	51	46	0.53	95.6	142.3	85.7	147	120	0	1.00	11.1	0.0	14.4	0	0	0	nan	26.0	8.0	31.3	0	13	0	nan	11.7	10.8	4.9	10	2	0	nan
