"","GO.cluster","IC","GO.ID","term","definition","Oral_elim.genes_frequency","Oral_elim.pvalue","Oral_elim.-log10_pvalue","Oral_elim.Significant_genes","Oral_elim.Significant_genes_symbol","Aboral_elim.genes_frequency","Aboral_elim.pvalue","Aboral_elim.-log10_pvalue","Aboral_elim.Significant_genes","Aboral_elim.Significant_genes_symbol","Cluster.name"
"147","18",8.98,"GO:0006032","chitin catabolic process","The chemical reactions and pathways resulting in the breakdown of chitin, a linear polysaccharide consisting of beta-(1->4)-linked N-acetyl-D-glucosamine residues.","12.5% (1/8)",0.4640687,0.33,NA,NA,"37.5% (3/8)",0.002080615,2.68,"Pocillopora_acuta_HIv2___RNAseq.g12372.t1;Pocillopora_acuta_HIv2___RNAseq.g12376.t1;Pocillopora_acuta_HIv2___RNAseq.g25270.t1","Chitin deacetylase 7 (BmCDA7) (EC 3.5.1.41);Chitin deacetylase 7 (BmCDA7) (EC 3.5.1.41);Chitin deacetylase 7 (BmCDA7) (EC 3.5.1.41)","Cluster 18: metabolic process"
"148","18",9.45,"GO:0006068","ethanol catabolic process","The chemical reactions and pathways resulting in the breakdown of ethanol, CH3-CH2-OH, a colorless, water-miscible, flammable liquid produced by alcoholic fermentation.","60% (3/5)",0.003742425,2.43,"Pocillopora_acuta_HIv2___RNAseq.10969_t;Pocillopora_acuta_HIv2___RNAseq.g21538.t1;Pocillopora_acuta_HIv2___RNAseq.g9093.t1","Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (Sulfotransferase 1B2) (Sulfotransferase family cytosolic 1B member 1) (Thyroid hormone sulfotransferase);Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (Sulfotransferase 1B2) (Sulfotransferase family cytosolic 1B member 1) (Thyroid hormone sulfotransferase);Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.1) (Sulfotransferase 1C2) (SULT1C#2)","0% (0/5)",1,0,NA,NA,"Cluster 18: metabolic process"
"149","18",7.69,"GO:0031638","zymogen activation","The proteolytic processing of an inactive enzyme to an active form.","6.897% (2/29)",0.6508682,0.19,NA,NA,"20.69% (6/29)",0.0004193844,3.38,"Pocillopora_acuta_HIv2___RNAseq.21012_t;Pocillopora_acuta_HIv2___RNAseq.21015_t;Pocillopora_acuta_HIv2___RNAseq.g18125.t1;Pocillopora_acuta_HIv2___RNAseq.g20876.t1;Pocillopora_acuta_HIv2___RNAseq.g30322.t1;Pocillopora_acuta_HIv2___RNAseq.g9381.t1","Mannan-binding lectin serine protease 1 (EC 3.4.21.-) (Complement factor MASP-3) (Complement-activating component of Ra-reactive factor) (Mannose-binding lectin-associated serine protease 1) (MASP-1) (Mannose-binding protein-associated serine protease) (Ra-reactive factor serine protease p100) (RaRF) (Serine protease 5) [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain];Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain];Melanotransferrin (Membrane-bound transferrin-like protein p97) (MTf) (CD antigen CD228);Melanotransferrin (Membrane-bound transferrin-like protein p97) (MTf) (CD antigen CD228);Mannan-binding lectin serine protease 1 (EC 3.4.21.-) (Complement factor MASP-3) (Complement-activating component of Ra-reactive factor) (Mannose-binding lectin-associated serine protease 1) (MASP-1) (Mannose-binding protein-associated serine protease) (Ra-reactive factor serine protease p100) (RaRF) (Serine protease 5) [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain];Glutathione hydrolase 1 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1) (GGT 1) (EC 2.3.2.2) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) (CD antigen CD224) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain]","Cluster 18: metabolic process"
"150","18",6.37,"GO:0009308","amine metabolic process","The chemical reactions and pathways involving any organic compound that is weakly basic in character and contains an amino or a substituted amino group. Amines are called primary, secondary, or tertiary according to whether one, two, or three carbon atoms are attached to the nitrogen atom.","17.188% (11/64)",0.007446749,2.13,"Pocillopora_acuta_HIv2___RNAseq.10969_t;Pocillopora_acuta_HIv2___RNAseq.g11785.t1;Pocillopora_acuta_HIv2___RNAseq.g15141.t1;Pocillopora_acuta_HIv2___RNAseq.g20712.t1;Pocillopora_acuta_HIv2___RNAseq.g21538.t1;Pocillopora_acuta_HIv2___RNAseq.g21957.t1;Pocillopora_acuta_HIv2___RNAseq.g22120.t1;Pocillopora_acuta_HIv2___RNAseq.g26474.t1a;Pocillopora_acuta_HIv2___RNAseq.g27978.t1;Pocillopora_acuta_HIv2___RNAseq.g28398.t1;Pocillopora_acuta_HIv2___TS.g805.t1a","Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (Sulfotransferase 1B2) (Sulfotransferase family cytosolic 1B member 1) (Thyroid hormone sulfotransferase);S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain];Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG3 (EC 3.2.2.n1) (Protein LONELY GUY 3);DBH-like monooxygenase protein 2 homolog (EC 1.14.17.-);Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (Sulfotransferase 1B2) (Sulfotransferase family cytosolic 1B member 1) (Thyroid hormone sulfotransferase);DBH-like monooxygenase protein 1 (EC 1.14.17.-) (Monooxygenase X);DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X);Ornithine decarboxylase (ODC) (EC 4.1.1.17);Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4);Synphilin-1 (Sph1) (Alpha-synuclein-interacting protein);Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase)","4.688% (3/64)",0.3886429,0.41,NA,NA,"Cluster 18: metabolic process"
"151","18",9.11,"GO:0009812","flavonoid metabolic process","The chemical reactions and pathways involving flavonoids, a group of water-soluble phenolic derivatives containing a flavan skeleton including flavones, flavonols and flavanoids, and anthocyanins.","71.429% (5/7)",4.321628e-05,4.36,"Pocillopora_acuta_HIv2___RNAseq.10969_t;Pocillopora_acuta_HIv2___RNAseq.g12481.t1;Pocillopora_acuta_HIv2___RNAseq.g21538.t1;Pocillopora_acuta_HIv2___RNAseq.g9089.t1;Pocillopora_acuta_HIv2___RNAseq.g9093.t1","Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (Sulfotransferase 1B2) (Sulfotransferase family cytosolic 1B member 1) (Thyroid hormone sulfotransferase);Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.1);Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (Sulfotransferase 1B2) (Sulfotransferase family cytosolic 1B member 1) (Thyroid hormone sulfotransferase);Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.1);Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.1) (Sulfotransferase 1C2) (SULT1C#2)","0% (0/7)",1,0,NA,NA,"Cluster 18: metabolic process"
"152","19",9.27,"GO:0014832","urinary bladder smooth muscle contraction","A process in which force is generated within smooth muscle tissue, resulting in a change in muscle geometry. This process occurs in the urinary bladder. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. The urinary bladder is a musculomembranous sac along the urinary tract.","50% (3/6)",0.007068856,2.15,"Pocillopora_acuta_HIv2___RNAseq.g27978.t1;Pocillopora_acuta_HIv2___RNAseq.g6094.t2;Pocillopora_acuta_HIv2___RNAseq.g9466.t1","Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4);Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo);Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor)","0% (0/6)",1,0,NA,NA,"Cluster 19: multicellular organismal process"
"153","19",8.06,"GO:0050802","circadian sleep/wake cycle, sleep","The part of the circadian sleep/wake cycle where the organism is asleep.","31.579% (6/19)",0.002022309,2.69,"Pocillopora_acuta_HIv2___RNAseq.g1217.t1;Pocillopora_acuta_HIv2___RNAseq.g16948.t1;Pocillopora_acuta_HIv2___RNAseq.g18966.t1;Pocillopora_acuta_HIv2___RNAseq.g21572.t1a;Pocillopora_acuta_HIv2___RNAseq.g27413.t1;Pocillopora_acuta_HIv2___RNAseq.g29275.t1","Adenosine receptor A2a;Neurocalcin homolog (DrosNCa);Potassium voltage-gated channel subfamily A member 2 (RAK) (RBK2) (RCK5) (Voltage-gated potassium channel subunit Kv1.2);Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3) (GABAAR subunit beta-3);Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3) (GABAAR subunit beta-3);Potassium voltage-gated channel subfamily A member 2 (KC22) (Voltage-gated potassium channel subunit Kv1.2)","0% (0/19)",1,0,NA,NA,"Cluster 19: multicellular organismal process"
"154","19",8.29,"GO:0097150","neuronal stem cell population maintenance","Any process in by an organism or tissue maintains a population of neuronal stem cells.","6.25% (1/16)",0.7129348,0.15,NA,NA,"25% (4/16)",0.001912828,2.72,"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___TS.g11002.t4","Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);Protein jagged-1 (Jagged1) (CD antigen CD339);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein]","Cluster 19: multicellular organismal process"
"155","19",8.35,"GO:0097242","amyloid-beta clearance","The process in which amyloid-beta is removed from extracellular brain regions by mechanisms involving cell surface receptors.","7.692% (1/13)",0.637188,0.2,NA,NA,"23.077% (3/13)",0.009330015,2.03,"Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1","Complement C3 [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc) (Neutrophil chemotactic factor-2) (ENCF-2); Complement C3 alpha chain; C3a anaphylatoxin (Neutrophil chemotactic factor-1) (ENCF-1); Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2];Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)","Cluster 19: multicellular organismal process"
"156","19",6.73,"GO:0050817","coagulation","The process in which a fluid solution, or part of it, changes into a solid or semisolid mass.","9.836% (6/61)",0.3064119,0.51,NA,NA,"11.475% (7/61)",0.005167809,2.29,"Pocillopora_acuta_HIv2___RNAseq.21015_t;Pocillopora_acuta_HIv2___RNAseq.g15290.t1;Pocillopora_acuta_HIv2___RNAseq.g22559.t1;Pocillopora_acuta_HIv2___RNAseq.g28195.t1;Pocillopora_acuta_HIv2___RNAseq.g30215.t1;Pocillopora_acuta_HIv2___RNAseq.g4785.t1;Pocillopora_acuta_HIv2___RNAseq.g4791.t1","Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain];Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain];Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain];Serine protease inhibitor dipetalogastin (Dipetalin);Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain];Coagulation factor VIII (Procoagulant component);Coagulation factor VIII (Procoagulant component)","Cluster 19: multicellular organismal process"
"157","20",6.81,"GO:0007613","memory","The activities involved in the mental information processing system that receives (registers), modifies, stores, and retrieves informational stimuli. The main stages involved in the formation and retrieval of memory are encoding (processing of received information by acquisition), storage (building a permanent record of received information as a result of consolidation) and retrieval (calling back the stored information and use it in a suitable way to execute a given task).","10.294% (7/68)",0.2464151,0.61,NA,NA,"10.294% (7/68)",0.009336174,2.03,"Pocillopora_acuta_HIv2___RNAseq.g14748.t1;Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28252.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g23391.t1","Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR) (Calspermin);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Sodium- and chloride-dependent GABA transporter 1 (GAT-1) (Solute carrier family 6 member 1);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1)","Cluster 20: nervous system process"
"158","20",9.27,"GO:1990708","conditioned place preference",NA,"0% (0/6)",1,0,NA,NA,"50% (3/6)",0.000783016,3.11,"Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___TS.g23391.t1","CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1)","Cluster 20: nervous system process"
"159","20",6.88,"GO:0031644","regulation of nervous system process","Any process that modulates the frequency, rate or extent of a neurophysiological process, an organ system process carried out by any of the organs or tissues of the nervous system.","5.556% (3/54)",0.7811182,0.11,NA,NA,"12.963% (7/54)",0.002582555,2.59,"Pocillopora_acuta_HIv2___RNAseq.g21967.t1;Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g7509.t2;Pocillopora_acuta_HIv2___RNAseq.g805.t1;Pocillopora_acuta_HIv2___RNAseq.g8670.t1;Pocillopora_acuta_HIv2___TS.g7062.t1","Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)];Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha);Protein Wnt-7a;Myelin regulatory factor (EC 3.4.-.-) (Myelin gene regulatory factor) [Cleaved into: Myelin regulatory factor, N-terminal; Myelin regulatory factor, C-terminal];Protein turtle homolog B (Immunoglobulin superfamily member 9B);Riboflavin-binding protein (RBP) [Cleaved into: Riboflavin-binding protein, plasma form; Riboflavin-binding protein, yolk major form; Riboflavin-binding protein, yolk minor form];Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]","Cluster 20: nervous system process"
"160","20",8.66,"GO:0050955","thermoception","The series of events required for an organism to receive a temperature stimulus, convert it to a molecular signal, and recognize and characterize the signal. Thermoception in larger animals is mainly done in the skin; mammals have at least two types of sensor, for detecting heat (temperatures above body temperature) and cold (temperatures below body temperature).","40% (4/10)",0.004563944,2.34,"Pocillopora_acuta_HIv2___RNAseq.10010_t;Pocillopora_acuta_HIv2___RNAseq.g5711.t2;Pocillopora_acuta_HIv2___RNAseq.g9466.t1;Pocillopora_acuta_HIv2___TS.g14960.t2","Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor);WD repeat-containing protein 47 (Neuronal enriched MAP interacting protein) (Nemitin);Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor);Glutamate receptor ionotropic, kainate 2 (GluK2) (Glutamate receptor 6) (GluR-6) (GluR6)","0% (0/10)",1,0,NA,NA,"Cluster 20: nervous system process"
"161","20",6.9,"GO:0050906","detection of stimulus involved in sensory perception","The series of events involved in sensory perception in which a sensory stimulus is received and converted into a molecular signal.","22.5% (9/40)",0.002354769,2.63,"Pocillopora_acuta_HIv2___RNAseq.10010_t;Pocillopora_acuta_HIv2___RNAseq.g12898.t1;Pocillopora_acuta_HIv2___RNAseq.g5711.t2;Pocillopora_acuta_HIv2___RNAseq.g9466.t1;Pocillopora_acuta_HIv2___TS.g14960.t2;Pocillopora_acuta_HIv2___TS.g15134.t1;Pocillopora_acuta_HIv2___TS.g21857.t1;Pocillopora_acuta_HIv2___TS.g4109.t3;Pocillopora_acuta_HIv2___TS.g9513.t1","Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor);Sodium/potassium/calcium exchanger 4 (Na(+)/K(+)/Ca(2+)-exchange protein 4) (Solute carrier family 24 member 4);WD repeat-containing protein 47 (Neuronal enriched MAP interacting protein) (Nemitin);Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor);Glutamate receptor ionotropic, kainate 2 (GluK2) (Glutamate receptor 6) (GluR-6) (GluR6);Mechanosensory protein 2;Polycystin-1-like protein 3 (Polycystin-1L3) (PC1-like 3 protein) (Polycystic kidney disease protein 1-like 3);Pejvakin (Autosomal recessive deafness type 59 protein);Carcinine transporter","2.5% (1/40)",0.759852,0.12,NA,NA,"Cluster 20: nervous system process"
"162","20",5.24,"GO:0007600","sensory perception","The series of events required for an organism to receive a sensory stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process.","16.25% (39/240)",0.007193843,2.14,"Pocillopora_acuta_HIv2___RNAseq.10010_t;Pocillopora_acuta_HIv2___RNAseq.18788_t;Pocillopora_acuta_HIv2___RNAseq.26564_t;Pocillopora_acuta_HIv2___RNAseq.30415_t;Pocillopora_acuta_HIv2___RNAseq.665_t;Pocillopora_acuta_HIv2___RNAseq.g11580.t1;Pocillopora_acuta_HIv2___RNAseq.g1217.t1;Pocillopora_acuta_HIv2___RNAseq.g12898.t1;Pocillopora_acuta_HIv2___RNAseq.g13970.t2;Pocillopora_acuta_HIv2___RNAseq.g18966.t1;Pocillopora_acuta_HIv2___RNAseq.g20688.t1;Pocillopora_acuta_HIv2___RNAseq.g20846.t1;Pocillopora_acuta_HIv2___RNAseq.g21265.t1;Pocillopora_acuta_HIv2___RNAseq.g23181.t1;Pocillopora_acuta_HIv2___RNAseq.g243.t1;Pocillopora_acuta_HIv2___RNAseq.g25708.t1;Pocillopora_acuta_HIv2___RNAseq.g26058.t1;Pocillopora_acuta_HIv2___RNAseq.g29275.t1;Pocillopora_acuta_HIv2___RNAseq.g29670.t2;Pocillopora_acuta_HIv2___RNAseq.g3166.t1;Pocillopora_acuta_HIv2___RNAseq.g5711.t2;Pocillopora_acuta_HIv2___RNAseq.g6836.t1;Pocillopora_acuta_HIv2___RNAseq.g7241.t1;Pocillopora_acuta_HIv2___RNAseq.g7243.t1;Pocillopora_acuta_HIv2___RNAseq.g7248.t1;Pocillopora_acuta_HIv2___RNAseq.g7452.t1;Pocillopora_acuta_HIv2___RNAseq.g7454.t2;Pocillopora_acuta_HIv2___RNAseq.g8093.t1;Pocillopora_acuta_HIv2___RNAseq.g8520.t1;Pocillopora_acuta_HIv2___RNAseq.g9466.t1;Pocillopora_acuta_HIv2___TS.g14552.t1;Pocillopora_acuta_HIv2___TS.g14960.t2;Pocillopora_acuta_HIv2___TS.g15134.t1;Pocillopora_acuta_HIv2___TS.g21857.t1;Pocillopora_acuta_HIv2___TS.g23175.t1;Pocillopora_acuta_HIv2___TS.g24807.t1;Pocillopora_acuta_HIv2___TS.g28111.t1;Pocillopora_acuta_HIv2___TS.g4109.t3;Pocillopora_acuta_HIv2___TS.g9513.t1","Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor);Metabotropic glutamate receptor 3 (mGluR3);Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2);Synaptotagmin-10 (Synaptotagmin X) (SytX);POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brain-3C) (Brn-3C);Hemicentin-1 (Fibulin-6) (FIBL-6);Adenosine receptor A2a;Sodium/potassium/calcium exchanger 4 (Na(+)/K(+)/Ca(2+)-exchange protein 4) (Solute carrier family 24 member 4);Tetratricopeptide repeat protein 8 (TPR repeat protein 8) (Bardet-Biedl syndrome 8 protein);Potassium voltage-gated channel subfamily A member 2 (RAK) (RBK2) (RCK5) (Voltage-gated potassium channel subunit Kv1.2);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Fibrocystin-L (Polycystic kidney and hepatic disease 1-like protein 1) (PKHD1-like protein 1) (Protein D86);Retinol dehydrogenase 8 (EC 1.1.1.300) (Photoreceptor outer segment all-trans retinol dehydrogenase);Myosin-VIIa (Protein crinkled);Nephrocystin-3;Lipoxygenase homology domain-containing protein 1;Rhodopsin, GQ-coupled (GQ-rhodopsin);Potassium voltage-gated channel subfamily A member 2 (KC22) (Voltage-gated potassium channel subunit Kv1.2);Cyclic nucleotide-gated channel alpha-3 (CNG channel alpha-3) (CNG-3) (CNG3) (Cone photoreceptor cGMP-gated channel subunit alpha-3);Rhodopsin;WD repeat-containing protein 47 (Neuronal enriched MAP interacting protein) (Nemitin);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Nephrocystin-3;Nephrocystin-3;Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7);Hemicentin-1 (Fibulin-6) (FIBL-6);Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor);Cadherin-23 (Otocadherin);Glutamate receptor ionotropic, kainate 2 (GluK2) (Glutamate receptor 6) (GluR-6) (GluR6);Mechanosensory protein 2;Polycystin-1-like protein 3 (Polycystin-1L3) (PC1-like 3 protein) (Polycystic kidney disease protein 1-like 3);Hemicentin-1 (Fibulin-6) (FIBL-6);Hemicentin-1 (Fibulin-6) (FIBL-6);F-box only protein 11;Pejvakin (Autosomal recessive deafness type 59 protein);Carcinine transporter","3.75% (9/240)",0.4634434,0.33,NA,NA,"Cluster 20: nervous system process"
"163","20",6.55,"GO:0007605","sensory perception of sound","The series of events required for an organism to receive an auditory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Sonic stimuli are detected in the form of vibrations and are processed to form a sound.","16.092% (14/87)",0.005013811,2.3,"Pocillopora_acuta_HIv2___RNAseq.26564_t;Pocillopora_acuta_HIv2___RNAseq.665_t;Pocillopora_acuta_HIv2___RNAseq.g20688.t1;Pocillopora_acuta_HIv2___RNAseq.g20846.t1;Pocillopora_acuta_HIv2___RNAseq.g23181.t1;Pocillopora_acuta_HIv2___RNAseq.g25708.t1;Pocillopora_acuta_HIv2___RNAseq.g6836.t1;Pocillopora_acuta_HIv2___RNAseq.g7241.t1;Pocillopora_acuta_HIv2___RNAseq.g7243.t1;Pocillopora_acuta_HIv2___RNAseq.g7248.t1;Pocillopora_acuta_HIv2___RNAseq.g8093.t1;Pocillopora_acuta_HIv2___TS.g14552.t1;Pocillopora_acuta_HIv2___TS.g28111.t1;Pocillopora_acuta_HIv2___TS.g4109.t3","Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2);POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brain-3C) (Brn-3C);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Fibrocystin-L (Polycystic kidney and hepatic disease 1-like protein 1) (PKHD1-like protein 1) (Protein D86);Myosin-VIIa (Protein crinkled);Lipoxygenase homology domain-containing protein 1;Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7);Cadherin-23 (Otocadherin);F-box only protein 11;Pejvakin (Autosomal recessive deafness type 59 protein)","2.299% (2/87)",0.8135843,0.09,NA,NA,"Cluster 20: nervous system process"
