GO.ID	term	definition	Aboral.genes_frequency	Aboral.pvalue	Aboral.-log10_pvalue	Aboral.Significant_genes	Aboral.Significant_genes_symbol
"GO:0002449"	"lymphocyte mediated immunity"	"Any process involved in the carrying out of an immune response by a lymphocyte."	"7.692% (7/91)"	0.008439426	2.07	"Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g8820.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8922.t1;Pocillopora_acuta_HIv2___RNAseq.g9084.t1;Pocillopora_acuta_HIv2___TS.g23144.t1"	"Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g8820.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8922.t1;Pocillopora_acuta_HIv2___RNAseq.g9084.t1;Pocillopora_acuta_HIv2___TS.g23144.t1"
"GO:0002455"	"humoral immune response mediated by circulating immunoglobulin"	"An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus."	"26.316% (5/19)"	8.95761e-05	4.05	"Pocillopora_acuta_HIv2___RNAseq.g8820.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8922.t1;Pocillopora_acuta_HIv2___RNAseq.g9084.t1;Pocillopora_acuta_HIv2___TS.g23144.t1"	"Pocillopora_acuta_HIv2___RNAseq.g8820.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8922.t1;Pocillopora_acuta_HIv2___RNAseq.g9084.t1;Pocillopora_acuta_HIv2___TS.g23144.t1"
"GO:0002922"	"positive regulation of humoral immune response"	"Any process that activates or increases the frequency, rate, or extent of a humoral immune response."	"40% (2/5)"	0.006149151	2.21	"Pocillopora_acuta_HIv2___RNAseq.g21418.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1"	"Pocillopora_acuta_HIv2___RNAseq.g21418.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1"
"GO:0003002"	"regionalization"	"The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."	"6.818% (21/308)"	3.798474e-05	4.42	"Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g15163.t1;Pocillopora_acuta_HIv2___RNAseq.g21418.t1;Pocillopora_acuta_HIv2___RNAseq.g22527.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9588.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b;Pocillopora_acuta_HIv2___TS.g568.t1"	"Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g15163.t1;Pocillopora_acuta_HIv2___RNAseq.g21418.t1;Pocillopora_acuta_HIv2___RNAseq.g22527.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9588.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b;Pocillopora_acuta_HIv2___TS.g568.t1"
"GO:0003008"	"system process"	"A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."	"4.511% (36/798)"	0.0005121059	3.29	"Pocillopora_acuta_HIv2___RNAseq.10263_t;Pocillopora_acuta_HIv2___RNAseq.2533_t;Pocillopora_acuta_HIv2___RNAseq.673_t;Pocillopora_acuta_HIv2___RNAseq.g1127.t2;Pocillopora_acuta_HIv2___RNAseq.g14253.t1;Pocillopora_acuta_HIv2___RNAseq.g14748.t1;Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g22559.t1;Pocillopora_acuta_HIv2___RNAseq.g22638.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26270.t1a;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28252.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g28971.t1a;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g30215.t1;Pocillopora_acuta_HIv2___RNAseq.g30377.t2;Pocillopora_acuta_HIv2___RNAseq.g30726.t1;Pocillopora_acuta_HIv2___RNAseq.g4073.t1;Pocillopora_acuta_HIv2___RNAseq.g7509.t2;Pocillopora_acuta_HIv2___RNAseq.g805.t1;Pocillopora_acuta_HIv2___RNAseq.g8148.t1;Pocillopora_acuta_HIv2___RNAseq.g829.t1;Pocillopora_acuta_HIv2___RNAseq.g8670.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15590.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b;Pocillopora_acuta_HIv2___TS.g23391.t1"	"Pocillopora_acuta_HIv2___RNAseq.10263_t;Pocillopora_acuta_HIv2___RNAseq.2533_t;Pocillopora_acuta_HIv2___RNAseq.673_t;Pocillopora_acuta_HIv2___RNAseq.g1127.t2;Pocillopora_acuta_HIv2___RNAseq.g14253.t1;Pocillopora_acuta_HIv2___RNAseq.g14748.t1;Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g22559.t1;Pocillopora_acuta_HIv2___RNAseq.g22638.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26270.t1a;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28252.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g28971.t1a;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g30215.t1;Pocillopora_acuta_HIv2___RNAseq.g30377.t2;Pocillopora_acuta_HIv2___RNAseq.g30726.t1;Pocillopora_acuta_HIv2___RNAseq.g4073.t1;Pocillopora_acuta_HIv2___RNAseq.g7509.t2;Pocillopora_acuta_HIv2___RNAseq.g805.t1;Pocillopora_acuta_HIv2___RNAseq.g8148.t1;Pocillopora_acuta_HIv2___RNAseq.g829.t1;Pocillopora_acuta_HIv2___RNAseq.g8670.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15590.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b;Pocillopora_acuta_HIv2___TS.g23391.t1"
"GO:0003013"	"circulatory system process"	"A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."	"6.13% (16/261)"	0.001033795	2.99	"Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g22559.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28252.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g28971.t1a;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g30215.t1;Pocillopora_acuta_HIv2___RNAseq.g30726.t1;Pocillopora_acuta_HIv2___RNAseq.g4073.t1;Pocillopora_acuta_HIv2___RNAseq.g829.t1;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b"	"Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g22559.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28252.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g28971.t1a;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g30215.t1;Pocillopora_acuta_HIv2___RNAseq.g30726.t1;Pocillopora_acuta_HIv2___RNAseq.g4073.t1;Pocillopora_acuta_HIv2___RNAseq.g829.t1;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b"
"GO:0003129"	"heart induction"	"The close range interaction between mesoderm and endoderm or ectoderm that causes cells to change their fates and specify the development of the heart."	"40% (2/5)"	0.006149151	2.21	"Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1"	"Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1"
"GO:0003184"	"pulmonary valve morphogenesis"	"The process in which the structure of the pulmonary valve is generated and organized."	"17.647% (3/17)"	0.008536187	2.07	"Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1"	"Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1"
"GO:0006022"	"aminoglycan metabolic process"	"The chemical reactions and pathways involving aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages."	"8.642% (7/81)"	0.00448858	2.35	"Pocillopora_acuta_HIv2___RNAseq.22092_t;Pocillopora_acuta_HIv2___RNAseq.g12372.t1;Pocillopora_acuta_HIv2___RNAseq.g12376.t1;Pocillopora_acuta_HIv2___RNAseq.g16202.t1;Pocillopora_acuta_HIv2___RNAseq.g18763.t1;Pocillopora_acuta_HIv2___RNAseq.g28575.t1a;Pocillopora_acuta_HIv2___RNAseq.g28577.t1"	"Pocillopora_acuta_HIv2___RNAseq.22092_t;Pocillopora_acuta_HIv2___RNAseq.g12372.t1;Pocillopora_acuta_HIv2___RNAseq.g12376.t1;Pocillopora_acuta_HIv2___RNAseq.g16202.t1;Pocillopora_acuta_HIv2___RNAseq.g18763.t1;Pocillopora_acuta_HIv2___RNAseq.g28575.t1a;Pocillopora_acuta_HIv2___RNAseq.g28577.t1"
"GO:0006030"	"chitin metabolic process"	"The chemical reactions and pathways involving chitin, a linear polysaccharide consisting of beta-(1->4)-linked N-acetyl-D-glucosamine residues."	"36.364% (4/11)"	0.0001179962	3.93	"Pocillopora_acuta_HIv2___RNAseq.g12372.t1;Pocillopora_acuta_HIv2___RNAseq.g12376.t1;Pocillopora_acuta_HIv2___RNAseq.g28575.t1a;Pocillopora_acuta_HIv2___RNAseq.g28577.t1"	"Pocillopora_acuta_HIv2___RNAseq.g12372.t1;Pocillopora_acuta_HIv2___RNAseq.g12376.t1;Pocillopora_acuta_HIv2___RNAseq.g28575.t1a;Pocillopora_acuta_HIv2___RNAseq.g28577.t1"
"GO:0006040"	"amino sugar metabolic process"	"The chemical reactions and pathways involving any amino sugar, sugars containing an amino group in place of a hydroxyl group."	"16.129% (5/31)"	0.001019697	2.99	"Pocillopora_acuta_HIv2___RNAseq.g12372.t1;Pocillopora_acuta_HIv2___RNAseq.g12376.t1;Pocillopora_acuta_HIv2___RNAseq.g16202.t1;Pocillopora_acuta_HIv2___RNAseq.g28575.t1a;Pocillopora_acuta_HIv2___RNAseq.g28577.t1"	"Pocillopora_acuta_HIv2___RNAseq.g12372.t1;Pocillopora_acuta_HIv2___RNAseq.g12376.t1;Pocillopora_acuta_HIv2___RNAseq.g16202.t1;Pocillopora_acuta_HIv2___RNAseq.g28575.t1a;Pocillopora_acuta_HIv2___RNAseq.g28577.t1"
"GO:0006826"	"iron ion transport"	"The directed movement of iron (Fe) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	"17.857% (5/28)"	0.0006277002	3.2	"Pocillopora_acuta_HIv2___RNAseq.g14366.t1;Pocillopora_acuta_HIv2___RNAseq.g18125.t1;Pocillopora_acuta_HIv2___RNAseq.g20876.t1;Pocillopora_acuta_HIv2___RNAseq.g4878.t1;Pocillopora_acuta_HIv2___TS.g12848.t1"	"Pocillopora_acuta_HIv2___RNAseq.g14366.t1;Pocillopora_acuta_HIv2___RNAseq.g18125.t1;Pocillopora_acuta_HIv2___RNAseq.g20876.t1;Pocillopora_acuta_HIv2___RNAseq.g4878.t1;Pocillopora_acuta_HIv2___TS.g12848.t1"
"GO:0006942"	"regulation of striated muscle contraction"	"Any process that modulates the frequency, rate or extent of striated muscle contraction."	"12.121% (4/33)"	0.009427699	2.03	"Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___RNAseq.g829.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b"	"Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___RNAseq.g829.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b"
"GO:0006956"	"complement activation"	"Any process involved in the activation of any of the steps of the complement cascade, which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes; the initial steps of complement activation involve one of three pathways, the classical pathway, the alternative pathway, and the lectin pathway, all of which lead to the terminal complement pathway."	"27.586% (8/29)"	4.287597e-07	6.37	"Pocillopora_acuta_HIv2___RNAseq.21012_t;Pocillopora_acuta_HIv2___RNAseq.g30322.t1;Pocillopora_acuta_HIv2___RNAseq.g8820.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8922.t1;Pocillopora_acuta_HIv2___RNAseq.g9068.t1;Pocillopora_acuta_HIv2___RNAseq.g9084.t1;Pocillopora_acuta_HIv2___TS.g23144.t1"	"Pocillopora_acuta_HIv2___RNAseq.21012_t;Pocillopora_acuta_HIv2___RNAseq.g30322.t1;Pocillopora_acuta_HIv2___RNAseq.g8820.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8922.t1;Pocillopora_acuta_HIv2___RNAseq.g9068.t1;Pocillopora_acuta_HIv2___RNAseq.g9084.t1;Pocillopora_acuta_HIv2___TS.g23144.t1"
"GO:0006958"	"complement activation, classical pathway"	"Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."	"31.25% (5/16)"	3.582584e-05	4.45	"Pocillopora_acuta_HIv2___RNAseq.g8820.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8922.t1;Pocillopora_acuta_HIv2___RNAseq.g9084.t1;Pocillopora_acuta_HIv2___TS.g23144.t1"	"Pocillopora_acuta_HIv2___RNAseq.g8820.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8922.t1;Pocillopora_acuta_HIv2___RNAseq.g9084.t1;Pocillopora_acuta_HIv2___TS.g23144.t1"
"GO:0006959"	"humoral immune response"	"An immune response mediated through a body fluid."	"17.46% (11/63)"	4.495169e-07	6.35	"Pocillopora_acuta_HIv2___RNAseq.21012_t;Pocillopora_acuta_HIv2___RNAseq.g15290.t1;Pocillopora_acuta_HIv2___RNAseq.g21418.t1;Pocillopora_acuta_HIv2___RNAseq.g30322.t1;Pocillopora_acuta_HIv2___RNAseq.g8820.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8922.t1;Pocillopora_acuta_HIv2___RNAseq.g9068.t1;Pocillopora_acuta_HIv2___RNAseq.g9084.t1;Pocillopora_acuta_HIv2___TS.g23144.t1;Pocillopora_acuta_HIv2___TS.g5618.t1"	"Pocillopora_acuta_HIv2___RNAseq.21012_t;Pocillopora_acuta_HIv2___RNAseq.g15290.t1;Pocillopora_acuta_HIv2___RNAseq.g21418.t1;Pocillopora_acuta_HIv2___RNAseq.g30322.t1;Pocillopora_acuta_HIv2___RNAseq.g8820.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8922.t1;Pocillopora_acuta_HIv2___RNAseq.g9068.t1;Pocillopora_acuta_HIv2___RNAseq.g9084.t1;Pocillopora_acuta_HIv2___TS.g23144.t1;Pocillopora_acuta_HIv2___TS.g5618.t1"
