GO.cluster	IC	GO.ID	term	definition	Oral_elim.genes_frequency	Oral_elim.pvalue	Oral_elim.-log10_pvalue	Oral_elim.Significant_genes	Oral_elim.Significant_genes_symbol	Aboral_elim.genes_frequency	Aboral_elim.pvalue	Aboral_elim.-log10_pvalue	Aboral_elim.Significant_genes	Aboral_elim.Significant_genes_symbol
"3"	3.8	"GO:0009887"	"animal organ morphogenesis"	"Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."	"10.116% (61/603)"	0.268003	0.57	NA	NA	"8.955% (54/603)"	0.007218193	2.14	"Pocillopora_acuta_HIv2___RNAseq.10263_t;Pocillopora_acuta_HIv2___RNAseq.22092_t;Pocillopora_acuta_HIv2___RNAseq.26508_t;Pocillopora_acuta_HIv2___RNAseq.g10343.t1;Pocillopora_acuta_HIv2___RNAseq.g10385.t1;Pocillopora_acuta_HIv2___RNAseq.g12374.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g2037.t1;Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1;Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g23886.t1;Pocillopora_acuta_HIv2___RNAseq.g24896.t1;Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g26050.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26270.t1a;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27337.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___RNAseq.g9588.t1;Pocillopora_acuta_HIv2___RNAseq.g9589.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g17199.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g23178.t1;Pocillopora_acuta_HIv2___TS.g23391.t1;Pocillopora_acuta_HIv2___TS.g23602.t1;Pocillopora_acuta_HIv2___TS.g30706.t1;Pocillopora_acuta_HIv2___TS.g3883.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b;Pocillopora_acuta_HIv2___TS.g5338.t1;Pocillopora_acuta_HIv2___TS.g568.t1"	"Extracellular sulfatase Sulf-2 (hSulf-2) (Arylsulfatase) (EC 3.1.6.1) (N-acetylglucosamine-6-sulfatase) (EC 3.1.6.14) [Cleaved into: Extracellular sulfatase Sulf-2 secreted form];Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1);Signal peptide, CUB and EGF-like domain-containing protein 2 (Protein CEGP1) (Scube/You);Protocadherin Fat 3 (FAT tumor suppressor homolog 3);Fibroblast growth factor receptor-like 1 (FGF receptor-like protein 1) (FGF homologous factor receptor) (FGFR-like protein) (Fibroblast growth factor receptor 5) (FGFR-5);Tissue inhibitor of metalloproteinase;Fibrillin-2 [Cleaved into: Placensin];Collagen triple helix repeat-containing protein 1;Kelch-like protein 10;Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta);Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (MMP-X2) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP);Ephrin-B2 (ELF-2) (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L);Secreted frizzled-related protein 3 (sFRP-3) (Frizzled-related protein 1) (FrzB-1);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2) (BSC2) (Na-K-2Cl cotransporter 1) (mNKCC1);Protein Wnt-7a;Protein Wnt-8b;Transcription factor HES-4 (Hairy and enhancer of split 4) (Protein hairy-2);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Roundabout homolog 2;Heart- and neural crest derivatives-expressed protein 2 (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND);Roundabout homolog 2;Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);Frizzled-5 (Fz-5);Frizzled-5 (Fz-5) (hFz5) (FzE5);Homeobox protein SIX4 (Sine oculis homeobox homolog 4) (Skeletal muscle-specific ARE-binding protein AREC3);Roundabout homolog 1;Protein jagged-1 (Jagged1) (CD antigen CD339);Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);Homeobox protein otx5-B (Orthodenticle homolog 5-B) (XOtx5b);Homeobox protein OTX1 B (zOtx1) (Orthodenticle homolog 1 B);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Laminin subunit alpha-1 (Laminin A chain) (Laminin-1 subunit alpha) (Laminin-3 subunit alpha) (S-laminin subunit alpha) (S-LAM alpha);Protein Wnt-8b;Protein Wnt-8b;Collagen alpha-1(XXVII) chain B;CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J);Cadherin-related tumor suppressor (Protein fat) [Cleaved into: Ft-mito];Cysteine-rich protein 1 (CRP-1) (Cysteine-rich heart protein) (CRHP) (hCRHP) (Cysteine-rich intestinal protein) (CRIP);Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A);Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13);Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A)"
"3"	8.11	"GO:0003180"	"aortic valve morphogenesis"	"The process in which the structure of the aortic valve is generated and organized."	"0% (0/19)"	1	0	NA	NA	"21.053% (4/19)"	0.00344352	2.46	"Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1"	"Roundabout homolog 2;Roundabout homolog 2;Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);Roundabout homolog 1"
"3"	8.22	"GO:0003184"	"pulmonary valve morphogenesis"	"The process in which the structure of the pulmonary valve is generated and organized."	"0% (0/17)"	1	0	NA	NA	"29.412% (5/17)"	0.0001984257	3.7	"Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1"	"Roundabout homolog 2;Roundabout homolog 2;Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);Roundabout homolog 1;Protein jagged-1 (Jagged1) (CD antigen CD339)"
"3"	7.44	"GO:0003197"	"endocardial cushion development"	"The progression of a cardiac cushion over time, from its initial formation to the mature structure. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves."	"0% (0/29)"	1	0	NA	NA	"17.241% (5/29)"	0.002720061	2.57	"Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1"	"Roundabout homolog 2;Roundabout homolog 2;Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);Roundabout homolog 1;Protein jagged-1 (Jagged1) (CD antigen CD339)"
"3"	8.66	"GO:1905207"	"regulation of cardiocyte differentiation"	NA	"0% (0/11)"	1	0	NA	NA	"27.273% (3/11)"	0.005305699	2.28	"Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___TS.g11002.t4"	"Ephrin-B2 (ELF-2) (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein]"
"3"	8.66	"GO:0010002"	"cardioblast differentiation"	"The process in which a relatively unspecialized mesodermal cell acquires the specialized structural and/or functional features of a cardioblast. A cardioblast is a cardiac precursor cell. It is a cell that has been committed to a cardiac fate, but will undergo more cell division rather than terminally differentiating."	"0% (0/11)"	1	0	NA	NA	"27.273% (3/11)"	0.005305699	2.28	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___TS.g11002.t4"	"Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Heart- and neural crest derivatives-expressed protein 2 (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein]"
"4"	8.49	"GO:0072015"	"podocyte development"	"The process whose specific outcome is the progression of a glomerular visceral epithelial cell over time, from its formation to the mature structure. A glomerular visceral epithelial cell is a specialized epithelial cell that contains 'feet' that interdigitate with the 'feet' of other glomerular epithelial cells."	"7.692% (1/13)"	0.6377746	0.2	NA	NA	"23.077% (3/13)"	0.008742204	2.06	"Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1"	"Heart- and neural crest derivatives-expressed protein 2 (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND);Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);Protein jagged-1 (Jagged1) (CD antigen CD339)"
"4"	8.66	"GO:0072070"	"loop of Henle development"	"The process whose specific outcome is the progression of the loop of Henle over time, from its formation to the mature structure. The loop of Henle is a nephron tubule that connects the proximal convoluted tubule to the distal convoluted tubule."	"0% (0/10)"	1	0	NA	NA	"30% (3/10)"	0.003957957	2.4	"Pocillopora_acuta_HIv2___RNAseq.g28971.t1a;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1"	"Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form];Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);Protein jagged-1 (Jagged1) (CD antigen CD339)"
"4"	7.12	"GO:0001656"	"metanephros development"	"The process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine."	"2.941% (1/34)"	0.9299776	0.03	NA	NA	"17.647% (6/34)"	0.0009060452	3.04	"Pocillopora_acuta_HIv2___RNAseq.g20144.t1;Pocillopora_acuta_HIv2___RNAseq.g28971.t1a;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___TS.g23602.t1"	"Growth/differentiation factor 6 (GDF-6) (Bone morphogenetic protein 13) (BMP-13) (Growth/differentiation factor 16);Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form];Roundabout homolog 2;Roundabout homolog 2;Homeobox protein SIX4 (Sine oculis homeobox homolog 4) (Skeletal muscle-specific ARE-binding protein AREC3);Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)"
"4"	8.66	"GO:0021854"	"hypothalamus development"	"The progression of the hypothalamus region of the forebrain, from its initial formation to its mature state."	"9.091% (1/11)"	0.5764849	0.24	NA	NA	"27.273% (3/11)"	0.005305699	2.28	"Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1"	"Protein Wnt-8b;Protein Wnt-8b;Protein Wnt-8b"
"4"	4.19	"GO:0007417"	"central nervous system development"	"The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."	"10.843% (54/498)"	0.00363633	2.44	"Pocillopora_acuta_HIv2___RNAseq.26564_t;Pocillopora_acuta_HIv2___RNAseq.g11589.t1;Pocillopora_acuta_HIv2___RNAseq.g11673.t1;Pocillopora_acuta_HIv2___RNAseq.g12115.t1;Pocillopora_acuta_HIv2___RNAseq.g1217.t1;Pocillopora_acuta_HIv2___RNAseq.g12410.t1;Pocillopora_acuta_HIv2___RNAseq.g13060.t1;Pocillopora_acuta_HIv2___RNAseq.g13400.t1;Pocillopora_acuta_HIv2___RNAseq.g13552.t1;Pocillopora_acuta_HIv2___RNAseq.g13576.t1;Pocillopora_acuta_HIv2___RNAseq.g13970.t2;Pocillopora_acuta_HIv2___RNAseq.g14615.t1;Pocillopora_acuta_HIv2___RNAseq.g16957.t1;Pocillopora_acuta_HIv2___RNAseq.g18966.t1;Pocillopora_acuta_HIv2___RNAseq.g21572.t1a;Pocillopora_acuta_HIv2___RNAseq.g21637.t1;Pocillopora_acuta_HIv2___RNAseq.g21912.t1;Pocillopora_acuta_HIv2___RNAseq.g22366.t1;Pocillopora_acuta_HIv2___RNAseq.g22749.t1;Pocillopora_acuta_HIv2___RNAseq.g23053.t1;Pocillopora_acuta_HIv2___RNAseq.g25686.t1;Pocillopora_acuta_HIv2___RNAseq.g26743.t1;Pocillopora_acuta_HIv2___RNAseq.g27413.t1;Pocillopora_acuta_HIv2___RNAseq.g27673.t1;Pocillopora_acuta_HIv2___RNAseq.g27978.t1;Pocillopora_acuta_HIv2___RNAseq.g28466.t1;Pocillopora_acuta_HIv2___RNAseq.g2915.t1;Pocillopora_acuta_HIv2___RNAseq.g30836.t1;Pocillopora_acuta_HIv2___RNAseq.g30992.t1;Pocillopora_acuta_HIv2___RNAseq.g3482.t1;Pocillopora_acuta_HIv2___RNAseq.g3580.t1;Pocillopora_acuta_HIv2___RNAseq.g3837.t1a;Pocillopora_acuta_HIv2___RNAseq.g4399.t2;Pocillopora_acuta_HIv2___RNAseq.g4502.t1;Pocillopora_acuta_HIv2___RNAseq.g4770.t1;Pocillopora_acuta_HIv2___RNAseq.g5711.t2;Pocillopora_acuta_HIv2___RNAseq.g626.t1;Pocillopora_acuta_HIv2___RNAseq.g687.t1;Pocillopora_acuta_HIv2___RNAseq.g7803.t1;Pocillopora_acuta_HIv2___RNAseq.g7833.t1;Pocillopora_acuta_HIv2___RNAseq.g8093.t1;Pocillopora_acuta_HIv2___RNAseq.g8876.t1;Pocillopora_acuta_HIv2___RNAseq.g898.t1b;Pocillopora_acuta_HIv2___RNAseq.g9609.t1;Pocillopora_acuta_HIv2___TS.g15672.t1;Pocillopora_acuta_HIv2___TS.g18947.t1;Pocillopora_acuta_HIv2___TS.g19097.t2;Pocillopora_acuta_HIv2___TS.g201.t2;Pocillopora_acuta_HIv2___TS.g24662.t1;Pocillopora_acuta_HIv2___TS.g25792.t1c;Pocillopora_acuta_HIv2___TS.g29618.t1;Pocillopora_acuta_HIv2___TS.g29621.t1;Pocillopora_acuta_HIv2___TS.g5347.t1;Pocillopora_acuta_HIv2___TS.g800.t1"	"Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2);All trans-polyprenyl-diphosphate synthase PDSS2 (All-trans-decaprenyl-diphosphate synthase subunit 2) (EC 2.5.1.91) (Candidate tumor suppressor protein) (Decaprenyl pyrophosphate synthase subunit 2) (Decaprenyl-diphosphate synthase subunit 2) (Solanesyl-diphosphate synthase subunit 2);POU domain, class 3, transcription factor 2-B (Transcription factor POU3-B) (XlPOU3B);Phospholipid phosphatase 3 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 3) (PAP2-beta) (Phosphatidate phosphohydrolase type 2b) (Phosphatidic acid phosphatase 2b) (PAP-2b) (PAP2b) (Vascular endothelial growth factor and type I collagen-inducible protein) (VCIP);Adenosine receptor A2a;Excitatory amino acid transporter 2 (GLT-1) (Sodium-dependent glutamate/aspartate transporter 2) (Solute carrier family 1 member 2);Low-density lipoprotein receptor-related protein 6 (LRP-6);Double-stranded RNA-specific editase 1 (EC 3.5.4.37) (RNA-editing deaminase 1) (RNA-editing enzyme 1) (dsRNA adenosine deaminase);Voltage-gated potassium channel KCNC1 (NGK2) (Potassium voltage-gated channel subfamily C member 1) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4);Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP);Tetratricopeptide repeat protein 8 (TPR repeat protein 8) (Bardet-Biedl syndrome 8 protein);Microtubule organization protein AKNA (AT-hook-containing transcription factor);Transcription factor SOX-4;Potassium voltage-gated channel subfamily A member 2 (RAK) (RBK2) (RCK5) (Voltage-gated potassium channel subunit Kv1.2);Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3) (GABAAR subunit beta-3);Reversion-inducing cysteine-rich protein with Kazal motifs;Homeobox protein HMX3 (Homeobox protein H6 family member 3) (Homeobox protein Nkx-5.1);Neuronal migration protein doublecortin (Doublin) (Lissencephalin-X) (Lis-X);Transcription factor Sox-3;Protein capicua homolog;Transcription factor Sox-14;Ceramide synthase 1 (CerS1) (Longevity assurance gene 1 protein homolog 1) (Protein UOG-1) (Sphingoid base N-stearoyltransferase CERS1) (EC 2.3.1.299);Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3) (GABAAR subunit beta-3);Paired box protein Pax-6 (Oculorhombin);Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4);Ephrin-B2a;Cadherin EGF LAG seven-pass G-type receptor 1 (Cadherin family member 9) (Flamingo homolog 2) (hFmi2);Spectrin beta chain, non-erythrocytic 2 (Beta SpIII sigma 1) (Beta-III spectrin) (Glutamate transporter EAAT4-associated protein 41) (SPNB-3) (Spectrin-like protein GTRAP41);Solute carrier family 23 member 1 (Na(+)/L-ascorbic acid transporter 1) (Sodium-dependent vitamin C transporter 1) (Yolk sac permease-like molecule 3);Polycomb complex protein BMI-1-A (Polycomb group RING finger protein 4-A);Pancreas transcription factor 1 subunit alpha (Pancreas-specific transcription factor 1a) (bHLH transcription factor p48);Paired box protein Pax-2a (No isthmus protein) (Pax[Zf-b]);Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2);Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS);Dynein axonemal heavy chain 5 (Axonemal beta dynein heavy chain 5) (Ciliary dynein heavy chain 5);WD repeat-containing protein 47 (Neuronal enriched MAP interacting protein) (Nemitin);Serine/threonine-protein kinase PAK mbt (EC 2.7.11.1) (Protein mushroom bodies tiny) (p21-activated kinase-related protein);Ribitol 5-phosphate transferase FKRP (EC 2.7.8.-) (Fukutin-related protein) (Ribitol-5-phosphate transferase);Transcription factor sox-2;N(6)-adenosine-methyltransferase catalytic subunit METTL3 (EC 2.1.1.348) (Methyltransferase-like protein 3) (hMETTL3) (N(6)-adenosine-methyltransferase 70 kDa subunit) (MT-A70);Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.-) (ATP-dependent helicase CHD7);Homeobox protein not2 (Xnot-2) (Xnot2);RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma);Monocarboxylate transporter 8 (MCT 8) (Solute carrier family 16 member 2);Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7);Spectrin beta chain, non-erythrocytic 2 (Beta SpIII sigma 1) (Beta-III spectrin) (Glutamate transporter EAAT4-associated protein 41) (SPNB-3) (Spectrin-like protein GTRAP41);Neurexin-4 (Neurexin IV);Dynein axonemal heavy chain 5 (Axonemal beta dynein heavy chain 5) (Ciliary dynein heavy chain 5);Neuronal cell adhesion molecule (Nr-CAM) (Ankyrin-binding cell adhesion molecule NrCAM) (Neuronal surface protein Bravo) (rBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related);Cell adhesion molecule DSCAML1 (Down syndrome cell adhesion molecule 2) (Down syndrome cell adhesion molecule-like protein 1);Low-density lipoprotein receptor-related protein 6 (LRP-6);Low-density lipoprotein receptor-related protein 6 (LRP-6);Peroxisomal targeting signal 1 receptor (PTS1 receptor) (PTS1R) (PTS1-BP) (PXR1P) (Peroxin-5) (Peroxisomal C-terminal targeting signal import receptor) (Peroxisome receptor 1);Netrin receptor UNC5C (Protein unc-5 homolog 3) (Protein unc-5 homolog C)"	"5.02% (25/498)"	0.2604628	0.58	NA	NA
