"","hit_name","NonDE_Oral","DE_Oral","Background","p_value_Oral","padj_Oral","DE_ratio_Oral","Background_ratio_Oral","enrichment_ratio_Oral","NonDE_Aboral","DE_Aboral","p_value_Aboral","padj_Aboral","DE_ratio_Aboral","Background_ratio_Aboral","enrichment_ratio_Aboral","nonDE_Oral","nonDE_Aboral"
"445","Inhibitor of Apoptosis domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"446","Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"447","Mob1/phocein family",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"448","N-terminal region of glycosyl transferase group 7",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"449","NLS-binding and DNA-binding and dimerisation domains of Nrf1",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"450","PIN domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"451","Phosphoinositide 3-kinase family, accessory domain (PIK domain)",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"452","Phosphoinositide-specific phospholipase C, efhand-like",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"453","Pyridoxal-dependent decarboxylase conserved domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"454","RCF1/5-like, AAA+ ATPase lid domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"455","STELLO glycosyltransferases",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,2,2
"456","Solute carrier family 12",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,2,2
"457","TIM21",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"458","Tektin family",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"459","Thrombospondin C-terminal region",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"460","Thrombospondin type 3 repeat",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"461","Transport protein particle (TRAPP) component",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"462","Trefoil (P-type) domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,2,2
"463","Type I phosphodiesterase / nucleotide pyrophosphatase",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,2,2
"464","Voltage gated calcium channel IQ domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"465","tRNA synthetases class I (I, L, M and V)",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"466","twin BRCT domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"467","MORN repeat",12,2,14,0.303168489817768,0.453462656046576,0.00235849056603774,0.0012997864636524,1.81452156334232,NA,0,NA,1,0,NA,0,12,12
"468","Right handed beta helix region",12,2,14,0.303168489817768,0.453462656046576,0.00235849056603774,0.0012997864636524,1.81452156334232,11,3,0.0116153988735335,0.0576961616177155,0.00795755968169761,0.0012997864636524,6.12220538082607,9,9
"469","Tubulin C-terminal domain",12,2,14,0.303168489817768,0.453462656046576,0.00235849056603774,0.0012997864636524,1.81452156334232,NA,0,NA,1,0,NA,0,12,12
"470","wnt family",12,2,14,0.303168489817768,0.453462656046576,0.00235849056603774,0.0012997864636524,1.81452156334232,9,5,7.88661508675048e-05,0.00082401530044324,0.013262599469496,0.0012997864636524,10.2036756347101,7,7
"471","CUB domain",63,7,70,0.312092140298767,0.465819054416206,0.00825471698113208,0.006498932318262,1.27016509433962,59,11,2.8223187357851e-05,0.000371809816062124,0.0291777188328912,0.006498932318262,4.48961727927245,52,52
"472","AAA+ lid domain",32,4,36,0.313922963180845,0.467558989652826,0.00471698113207547,0.00334230804939189,1.41129454926625,NA,0,NA,1,0,NA,0,32,32
"473","A20-like zinc finger",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"474","AMOP domain",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"475","ANCHR-like B-box zinc-binding domain",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"476","Acyl-CoA oxidase",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"477","Acyl-CoA oxidase, C-alpha1 domain",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"478","Annexin",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"479","CRT-like, chloroquine-resistance transporter-like",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"480","Cellulase (glycosyl hydrolase family 5)",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"481","Choline/Carnitine o-acyltransferase",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"482","Cytochrome b5-like Heme/Steroid binding domain",13,2,15,0.333073651642617,0.469237427888262,0.00235849056603774,0.00139262835391329,1.6935534591195,NA,0,NA,1,0,NA,0,13,13
"483","Doublecortin",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"484","Dpy-30 motif",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"485","ELM2 domain",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"486","Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"487","Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"488","Heme NO binding associated",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"489","Kinesin motor domain",33,4,37,0.332275678674982,0.469237427888262,0.00471698113207547,0.00343514993965277,1.37315145334013,36,1,0.733000066622506,0.776570000652515,0.0026525198938992,0.00343514993965277,0.772170048032117,32,32
"490","Kinesin protein 1B",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"491","MATH domain",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"492","NLI interacting factor-like phosphatase",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"493","Oxidoreductase family, NAD-binding Rossmann fold",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"494","Poly(A) RNA polymerase, mitochondrial-like, central palm domain",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"495","Pyridoxal-phosphate dependent enzyme",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"496","Sel1 repeat",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"497","Spermidine synthase tetramerisation domain",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"498","TLC domain",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"499","Transglutaminase-like superfamily",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,3,3
"500","Tubulin/FtsZ family, GTPase domain",13,2,15,0.333073651642617,0.469237427888262,0.00235849056603774,0.00139262835391329,1.6935534591195,NA,0,NA,1,0,NA,0,13,13
"501","Ubiquitin-like domain",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"502","Voltage-dependent L-type calcium channel, IQ-associated",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"503","Yip1 domain",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"504","Yippee zinc-binding/DNA-binding /Mis18, centromere assembly",4,1,5,0.336409194389308,0.469237427888262,0.00117924528301887,0.000464209451304429,2.54033018867925,NA,0,NA,1,0,NA,0,4,4
"505","LicD family",14,2,16,0.362594731606383,0.504760586770866,0.00235849056603774,0.00148547024417417,1.58770636792453,NA,0,NA,1,0,NA,0,14,14
"506","3'-5' exoribonuclease HELZ2, OB-fold domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"507","ABC-2 family transporter protein",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"508","ABCA1-like, C-terminal R1 regulatory domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"509","AN1-like Zinc finger",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"510","ATP-dependent protease La (LON) substrate-binding domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"511","Arrestin (or S-antigen), C-terminal domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"512","Arrestin (or S-antigen), N-terminal domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"513","BAH domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"514","Beta-lactamase",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"515","Calpain family cysteine protease",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"516","Cell-cycle sustaining, positive selection,",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"517","DM DNA binding domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"518","DMRTA motif",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"519","Hairy Orange",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,5,1,0.192508099379951,0.284536361522562,0.0026525198938992,0.000557051341565314,4.76171529619806,4,4
"520","IPT/TIG domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"521","Insulinase (Peptidase family M16)",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"522","N-terminal domain of galactosyltransferase",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"523","PB1 domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"524","Peptidase M16 inactive domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"525","Peptidase S8 pro-domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"526","Polyprenyl synthetase",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"527","Proprotein convertase P-domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"528","Putative zinc finger in N-recognin (UBR box)",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"529","Radical SAM superfamily",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"530","Spermine/spermidine synthase domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"531","TGF-beta propeptide",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,4,2,0.0166926523491927,0.081578607448474,0.00530503978779841,0.000557051341565314,9.52343059239611,3,3
"532","TM7S3/TM198-like domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"533","TNF(Tumour Necrosis Factor) family",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"534","Teneurin-like EGF domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"535","Thioredoxin-like",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"536","UNC-6/NTR/C345C module",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,1,5,2.98350300953519e-07,1.00444601321018e-05,0.013262599469496,0.000557051341565314,23.8085764809903,0,0
"537","emp24/gp25L/p24 family/GOLD",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"538","tRNA synthetases class I (E and Q), catalytic domain",5,1,6,0.388677911011811,0.50788210305075,0.00117924528301887,0.000557051341565314,2.11694182389937,NA,0,NA,1,0,NA,0,5,5
"539","SET domain",16,2,18,0.420007366641117,0.546787368053158,0.00235849056603774,0.00167115402469594,1.41129454926625,NA,0,NA,1,0,NA,0,16,16
"540","Sulfotransferase family",16,2,18,0.420007366641117,0.546787368053158,0.00235849056603774,0.00167115402469594,1.41129454926625,16,2,0.129482032212192,0.223618258772941,0.00530503978779841,0.00167115402469594,3.17447686413204,14,14
"541","BTB And C-terminal Kelch",38,4,42,0.423952748200673,0.550903478715478,0.00471698113207547,0.0038993593909572,1.20968104222821,41,1,0.776715617450212,0.814341979541226,0.0026525198938992,0.0038993593909572,0.680245042314008,37,37
"542","Amiloride-sensitive sodium channel",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"543","BRCT domain",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"544","Basic region leucine zipper",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"545","Complex 1 protein (LYR family)",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"546","Ephrin",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,6,1,0.220787193345001,0.312609904595959,0.0026525198938992,0.0006498932318262,4.08147025388405,5,5
"547","Gryzun, putative Golgi trafficking",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"548","Ligated ion channel L-glutamate- and glycine-binding site",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"549","Matrixin",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,3,4,4.75489555940822e-05,0.000554128213269497,0.0106100795755968,0.0006498932318262,16.3258810155362,2,2
"550","Nucleoside diphosphate kinase",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"551","Oxysterol-binding protein",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"552","PAP2 superfamily",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"553","PTB domain (IRS-1 type)",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"554","R3H domain",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"555","RA like domain",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"556","RasGEF N-terminal motif",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"557","Roadblock/LC7 domain",6,1,7,0.43683407742723,0.551336367022159,0.00117924528301887,0.0006498932318262,1.81452156334232,NA,0,NA,1,0,NA,0,6,6
"558","haloacid dehalogenase-like hydrolase",17,2,19,0.447712572652256,0.564053653359383,0.00235849056603774,0.00176399591495683,1.33701588877855,NA,0,NA,1,0,NA,0,17,17
"559","Adenylate kinase",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,NA,0,NA,1,0,NA,0,7,7
"560","Clathrin adaptor complex small chain",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,NA,0,NA,1,0,NA,0,7,7
"561","Common central domain of tyrosinase",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,6,2,0.029748304756879,0.107125474407992,0.00530503978779841,0.000742735122087086,7.14257294429708,5,5
"562","Copper type II ascorbate-dependent monooxygenase, C-terminal domain",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,NA,0,NA,1,0,NA,0,7,7
"563","Copper type II ascorbate-dependent monooxygenase, N-terminal domain",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,NA,0,NA,1,0,NA,0,7,7
"564","Flavin-binding monooxygenase-like",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,5,3,0.00208922808797879,0.0134688534182462,0.00795755968169761,0.000742735122087086,10.7138594164456,4,4
"565","Folate receptor family",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,7,1,0.248078463143304,0.341671701511005,0.0026525198938992,0.000742735122087086,3.57128647214854,6,6
"566","Formin Homology 2 Domain",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,NA,0,NA,1,0,NA,0,7,7
"567","Glycosyl hydrolase family 20, catalytic domain",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,NA,0,NA,1,0,NA,0,7,7
"568","Mab-21 protein HhH/H2TH-like domain",18,2,20,0.474655919854742,0.585266863910908,0.00235849056603774,0.00185683780521771,1.27016509433962,NA,0,NA,1,0,NA,0,18,18
"569","Mab-21 protein nucleotidyltransferase domain",18,2,20,0.474655919854742,0.585266863910908,0.00235849056603774,0.00185683780521771,1.27016509433962,NA,0,NA,1,0,NA,0,18,18
"570","PAS fold",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,7,1,0.248078463143304,0.341671701511005,0.0026525198938992,0.000742735122087086,3.57128647214854,6,6
"571","Phosphotyrosine interaction domain (PTB/PID)",18,2,20,0.474655919854742,0.585266863910908,0.00235849056603774,0.00185683780521771,1.27016509433962,19,1,0.509932930448937,0.56805028649275,0.0026525198938992,0.00185683780521771,1.42851458885942,17,17
"572","Protein of unknown function (DUF229)",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,NA,0,NA,1,0,NA,0,7,7
"573","RAWUL domain RING finger- and  WD40-associated ubiquitin-like",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,NA,0,NA,1,0,NA,0,7,7
"574","SH2 domain",41,4,45,0.477558613005262,0.585266863910908,0.00471698113207547,0.00417788506173986,1.129035639413,44,1,0.799437849012106,0.822864346196949,0.0026525198938992,0.00417788506173986,0.634895372826407,40,40
"575","Septin",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,7,1,0.248078463143304,0.341671701511005,0.0026525198938992,0.000742735122087086,3.57128647214854,6,6
"576","Subtilase family",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,NA,0,NA,1,0,NA,0,7,7
"577","Transforming growth factor beta like domain",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,5,3,0.00208922808797879,0.0134688534182462,0.00795755968169761,0.000742735122087086,10.7138594164456,4,4
"578","Trypsin-like peptidase domain",7,1,8,0.481200920825754,0.585266863910908,0.00117924528301887,0.000742735122087086,1.58770636792453,NA,0,NA,1,0,NA,0,7,7
"579","Trypsin",30,3,33,0.487451040044329,0.591844699742942,0.0035377358490566,0.00306378237860923,1.15469554030875,22,11,8.08692860053668e-09,3.06292420745327e-07,0.0291777188328912,0.00306378237860923,9.52343059239611,19,19
"580","SEA domain",19,2,21,0.500785567920834,0.606986645255769,0.00235849056603774,0.0019496796954786,1.20968104222821,19,2,0.166234139228119,0.253110272292061,0.00530503978779841,0.0019496796954786,2.72098016925603,17,17
"581","Mitochondrial carrier protein",31,3,34,0.507764435771933,0.614386227792889,0.0035377358490566,0.00315662426887011,1.12073390677026,NA,0,NA,1,0,NA,0,31,31
"582","Leucine rich repeat",43,4,47,0.512205194103339,0.61869459012826,0.00471698113207547,0.00436356884226163,1.08099156965074,NA,0,NA,1,0,NA,0,43,43
"583","3'5'-cyclic nucleotide phosphodiesterase",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,NA,0,NA,1,0,NA,0,8,8
"584","ADAM-TS Spacer 1",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,8,1,0.274416326136426,0.364684854470777,0.0026525198938992,0.000835577012347971,3.17447686413204,7,7
"585","ADAMTS cysteine-rich domain 2",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,NA,0,NA,1,0,NA,0,8,8
"586","Apoptosis regulator proteins, Bcl-2 family",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,NA,0,NA,1,0,NA,0,8,8
"587","Cation efflux family",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,NA,0,NA,1,0,NA,0,8,8
"588","DNA/RNA non-specific endonuclease",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,6,3,0.00305291421181392,0.0192715209620754,0.00795755968169761,0.000835577012347971,9.52343059239611,5,5
"589","Enoyl-(Acyl carrier protein) reductase",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,NA,0,NA,1,0,NA,0,8,8
"590","Galactosyltransferase",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,NA,0,NA,1,0,NA,0,8,8
"591","Laminin N-terminal (Domain VI)",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,8,1,0.274416326136426,0.364684854470777,0.0026525198938992,0.000835577012347971,3.17447686413204,7,7
"592","PA domain",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,NA,0,NA,1,0,NA,0,8,8
"593","TLD",8,1,9,0.522076291924867,0.618920123479227,0.00117924528301887,0.000835577012347971,1.41129454926625,NA,0,NA,1,0,NA,0,8,8
